No.,회계년도,소관명,회계명,계정명,분야명,부문명,프로그램명,단위사업명,세부사업명,경비구분,지출구분,정부안금액(달러),국회확정금액(달러)
"38","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(노동정책실,비총액)","기본경비(경상운영비)","일반지출","2,740","2,740"
"39","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(본부기관운영,비총액)","기본경비(경상운영비)","일반지출","117,766","117,766"
"40","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(직업능력정책국, 비총액)","기본경비(경상운영비)","일반지출",817,817
"41","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(통합고용정책국, 비총액)","기본경비(경상운영비)","일반지출","3,319","3,319"
"42","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","소속기관기본경비","노동위원회기본경비(비총액)","기본경비(경상운영비)","일반지출","2,624","2,624"
"43","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","소속기관기본경비","최저임금위원회기본경비(비총액)","기본경비(경상운영비)","일반지출","5,367","5,367"
"44","2023","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","국제고용노동협력","ILO분담금(ODA)","주요사업비(기금사업비)","일반지출","10,111,628","10,111,628"
"45","2023","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","국제고용노동협력","개도국고용노동분야개발협력(ODA)","주요사업비(기금사업비)","일반지출","1,733,333","1,733,333"
"46","2023","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","국제고용노동협력","고용노동국제협력및통상협상대응","주요사업비(기금사업비)","일반지출","73,726","73,726"
"47","2023","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","외국인력관리지원","외국인근로자고용관리","주요사업비(기금사업비)","일반지출","22,920","22,920"
"48","2023","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","퇴직급여정착지원제도","퇴직급여제도정착지원","주요사업비(기금사업비)","일반지출","4,260","4,260"
"49","2023","고용노동부","임금채권보장기금","","사회복지","노동","고용노동행정지원","임금채권보장기금운영비","사업운영비(제도운영기타경비)","기본경비(경상운영비)","일반지출","2,712","2,712"
"50","2023","고위공직자범죄수사처","일반회계","","공공질서및안전","법무및검찰","공수처 활동","수사지원 및 수사일반","수사지원 및 수사일반","주요사업비(기금사업비)","일반지출","18,968","18,968"
"51","2023","고위공직자범죄수사처","일반회계","","공공질서및안전","법무및검찰","행정지원","기본경비","공수처 운영 기본경비(비총액)","기본경비(경상운영비)","일반지출","5,373","5,373"
"52","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","독과점시장 환경개선","독과점시장 감시체계 운영","주요사업비(기금사업비)","일반지출","3,627","3,627"
"53","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","선진 경쟁정책 추진","개도국기술 지원(ODA)","주요사업비(기금사업비)","일반지출","32,699","32,699"
"54","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","선진 경쟁정책 추진","대외활동 강화","주요사업비(기금사업비)","일반지출","3,000","3,000"
"55","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","시장구조개선","규제개선 및 경제분석","주요사업비(기금사업비)","일반지출","24,795","24,795"
"56","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","경쟁정책국 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","53,449","53,449"
"57","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","기관운영 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","64,516","64,516"
"58","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","기업집단국 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","2,691","2,691"
"59","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","기획조정관실 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","7,578","7,578"
"60","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","소비자정책국 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","9,210","9,210"
"61","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","시장감시국 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","1,623","1,623"
"62","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","시장구조개선정책관실 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","1,592","1,592"
"63","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","인건비","총액인건비성 인건비","인건비(기금인건비)","일반지출","131,764","131,764"
"64","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","소비자후생 증진","선진 소비자정책 추진","선진소비자 정책 추진","주요사업비(기금사업비)","일반지출","3,335","3,335"
"65","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","중소기업 경쟁여건 개선","대중소기업간 거래행태개선 및 동반성장시책추진","대중소기업간 거래행태개선 및 동반성장시책추진","주요사업비(기금사업비)","일반지출","1,665","1,665"
"66","2023","과학기술정보통신부","우체국예금특별회계","손익계정","통신","우정","우정사업행정지원","예특기본경비","예금기본경비","기본경비(경상운영비)","일반지출","18,359","18,359"
"67","2023","과학기술정보통신부","우체국예금특별회계","손익계정","통신","우정","우체국예금","예금사업활성화","금융서비스","주요사업비(기금사업비)","일반지출","16,485","16,485"
"68","2023","과학기술정보통신부","우체국예금특별회계","손익계정","통신","우정","우체국예금","예금사업활성화","예금사업운영","주요사업비(기금사업비)","일반지출","121,443","121,443"
"69","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정사업행정지원","우특기본경비","경영기획기본경비","기본경비(경상운영비)","일반지출","12,646","12,646"
"70","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정사업행정지원","우특기본경비","우편기본경비","기본경비(경상운영비)","일반지출","13,044","13,044"
"71","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정사업행정지원","인건비","인건비","인건비(기금인건비)","일반지출","82,104","82,104"
"72","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정서비스","국내우편사업","우체국소포사업","주요사업비(기금사업비)","일반지출","2,598","2,598"
"73","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정서비스","국내우편사업","우표문화사업","주요사업비(기금사업비)","일반지출","2,919","2,919"
"74","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정서비스","국내우편사업","통상우편사업","주요사업비(기금사업비)","일반지출","2,526","2,526"
"75","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정서비스","우정사업운영지원","우정사업지원","주요사업비(기금사업비)","일반지출","5,503","5,503"
"76","2023","과학기술정보통신부","일반회계","","과학기술","과학기술연구지원","과학기술혁신지원","국가과학기술자문회의 운영","국가과학기술자문회의 사무지원단 운영","주요사업비(기금사업비)","일반지출","7,224","7,224"
"77","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 감사관 기본경비","기본경비(경상운영비)","일반지출","3,152","3,152"
"78","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 과학기술일자리혁신관 기본경비","기본경비(경상운영비)","일반지출","3,920","3,920"
"79","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 과학기술정책국 기본경비","기본경비(경상운영비)","일반지출","3,006","3,006"
"80","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 기관운영 기본경비","기본경비(경상운영비)","일반지출","16,852","16,852"
"81","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 기초원천연구정책관 기본경비","기본경비(경상운영비)","일반지출","3,808","3,808"
"82","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 대변인 기본경비","기본경비(경상운영비)","일반지출","1,454","1,454"
"83","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 미래인재정책국 기본경비","기본경비(경상운영비)","일반지출","3,293","3,293"
"84","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 방송진흥정책국 기본경비","기본경비(경상운영비)","일반지출","3,602","3,602"
"85","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 성과평가정책국 기본경비","기본경비(경상운영비)","일반지출","3,827","3,827"
"86","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 소프트웨어정책관 기본경비","기본경비(경상운영비)","일반지출","5,000","5,000"
"87","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 연구개발투자심의국 기본경비","기본경비(경상운영비)","일반지출","5,156","5,156"
"88","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 정보통신산업정책관 기본경비","기본경비(경상운영비)","일반지출","15,270","15,270"
"89","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 정책기획관 기본경비","기본경비(경상운영비)","일반지출","16,560","16,560"
"90","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 통신정책국 기본경비","기본경비(경상운영비)","일반지출","5,455","5,455"
"91","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 인건비","총액대상 인건비","인건비(기금인건비)","일반지출","127,312","127,312"
"92","2023","과학기술정보통신부","일반회계","","통신","방송통신","과학기술정보통신부운영지원","기관기본경비","중앙전파관리소","기본경비(경상운영비)","일반지출","2,511","2,511"
"93","2023","과학기술정보통신부","일반회계","","통신","방송통신","전파활용방송서비스산업","전파이용질서확립(일반)","전파관리활동지원(정보화)","주요사업비(기금사업비)","일반지출","2,740","2,740"
"94","2023","관세청","일반회계","","일반·지방행정","재정·금융","관세행정지원","본청기본경비","국제관세협력국기본경비","기본경비(경상운영비)","일반지출","125,581","125,581"
"95","2023","관세청","일반회계","","일반·지방행정","재정·금융","관세행정지원","본청기본경비","본부기본경비","기본경비(경상운영비)","일반지출","17,936","17,936"
"96","2023","관세청","일반회계","","일반·지방행정","재정·금융","관세행정지원","소속기관기본경비","중앙관세분석소기본경비","기본경비(경상운영비)","일반지출","3,585","3,585"
"97","2023","관세청","일반회계","","일반·지방행정","재정·금융","관세행정지원","인건비","인건비(총액인건비대상)","인건비(기금인건비)","일반지출","81,104","81,104"
"98","2023","관세청","일반회계","","일반·지방행정","재정·금융","밀수조사단속","밀수단속지원","밀수단속","주요사업비(기금사업비)","일반지출","38,100","38,100"
"99","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","교육복지정책국 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","10,260","10,260"
"100","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","교육안전정보국 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","11,013","11,013"
"101","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","대학학술정책관 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","3,940","3,940"
"102","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","산학협력정책관 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","6,664","6,664"
"103","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","정책기획관 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","50,880","50,880"
"104","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","평생교육국 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","7,256","7,256"
"105","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","학교혁신정책관 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","12,133","12,133"
"106","2023","교육부","일반회계","","교육","교육일반","교육행정지원","소속기관 기본경비","교원소청심사위원회 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","1,315","1,315"
"107","2023","교육부","일반회계","","교육","교육일반","교육행정지원","소속기관 기본경비","중앙교육연수원 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","1,589","1,589"
"108","2023","교육부","일반회계","","교육","교육일반","교육행정지원","소속기관 인건비","국사편찬위원회 인건비","인건비(기금인건비)","일반지출","42,300","42,300"
"109","2023","교육부","일반회계","","교육","유아및초중등교육","학교교육 지원","중앙교육연수원 연수지원","중앙교육연수원 연수생 교육훈련지원(수입대체)","주요사업비(기금사업비)","일반지출","1,950","1,950"
"110","2023","교육부","일반회계","","교육","평생·직업교육","국립국제교육원 지원","국립국제교육원 운영지원","국립국제교육원 기본경비(총액대상)","기본경비(경상운영비)","일반지출","20,489","20,489"
"111","2023","교육부","일반회계","","교육","평생·직업교육","국제교육 협력 증진","글로벌 교육협력 지원사업","글로벌 교육교류 사업(비ODA)","주요사업비(기금사업비)","일반지출","391,473","391,473"
"112","2023","교육부","일반회계","","교육","평생·직업교육","국제교육 협력 증진","글로벌 교육협력 지원사업","글로벌 교육지원 사업(ODA)","주요사업비(기금사업비)","일반지출","2,471,318","2,471,318"
"113","2023","교육부","일반회계","","교육","평생·직업교육","국제교육 협력 증진","재외동포교육 운영지원","재외동포교육 운영지원","주요사업비(기금사업비)","일반지출","54,595,352","54,595,352"
"114","2023","교육부","일반회계","","교육","평생·직업교육","국제교육 협력 증진","재외동포교육 운영지원","해외 한국어 보급","주요사업비(기금사업비)","일반지출","6,465,286","6,465,286"
"115","2023","국가보훈처","보훈기금","국가유공자지원자금","사회복지","보훈","보훈행정","기금운영비(보훈기금)","복지사업운영","기본경비(경상운영비)","일반지출","3,340","3,340"
"116","2023","국가보훈처","일반회계","","사회복지","보훈","보훈단체지원","보훈단체지원","보훈단체운영및선양활동등","주요사업비(기금사업비)","일반지출","97,157","97,157"
"117","2023","국가보훈처","일반회계","","사회복지","보훈","보훈선양","기념사업","독립운동관련사업등지원","주요사업비(기금사업비)","일반지출","188,936","188,936"
"118","2023","국가보훈처","일반회계","","사회복지","보훈","보훈선양","현충시설","현충시설관리","주요사업비(기금사업비)","일반지출","24,854","24,854"
"119","2023","국가보훈처","일반회계","","사회복지","보훈","보훈심사및보상","보훈심사","보훈심사위원회운영","주요사업비(기금사업비)","일반지출","4,203","4,203"
"120","2023","국가보훈처","일반회계","","사회복지","보훈","보훈예우 및 국립묘지","공훈발굴및국가유공자등 예우","국가유공자등예우및지원","주요사업비(기금사업비)","일반지출","15,560","26,560"
"121","2023","국가보훈처","일반회계","","사회복지","보훈","보훈예우 및 국립묘지","공훈발굴및국가유공자등 예우","독립유공자등발굴포상및홍보","주요사업비(기금사업비)","일반지출","13,169","13,169"
"122","2023","국가보훈처","일반회계","","사회복지","보훈","보훈예우 및 국립묘지","국립묘지조성및관리","국립묘지현충선양활동","주요사업비(기금사업비)","일반지출",993,993
"123","2023","국가보훈처","일반회계","","사회복지","보훈","보훈행정","인건비","처본부인건비","인건비(기금인건비)","일반지출","36,711","36,711"
"124","2023","국가보훈처","일반회계","","사회복지","보훈","보훈행정","일반행정","송무지원","주요사업비(기금사업비)","일반지출","1,808","1,808"
"125","2023","국가보훈처","일반회계","","사회복지","보훈","보훈행정","처본부기본경비","처본부운영","기본경비(경상운영비)","일반지출","15,893","15,893"
"126","2023","국가보훈처","일반회계","","사회복지","보훈","제대군인지원","참전.제대군인명예선양","국제보훈교류협력사업","주요사업비(기금사업비)","일반지출","51,099","51,099"
"127","2023","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","국내외 인권협력 강화","국제교류협력","주요사업비(기금사업비)","일반지출","77,217","145,233"
"128","2023","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","기본경비","기관운영 기본경비","기본경비(경상운영비)","일반지출","7,142","7,142"
"129","2023","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","사회적 약자 및 소수자 인권보호","장애인 인권증진","주요사업비(기금사업비)","일반지출","8,564","8,564"
"130","2023","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","사회적 약자 및 소수자 인권보호","취약분야 인권개선","주요사업비(기금사업비)","일반지출","5,812","5,812"
"131","2023","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","인권교육 활성화","인권교육 기획 및 운영","주요사업비(기금사업비)","일반지출","3,080","3,080"
"132","2023","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","인권제도 선진화","북한인권 개선","주요사업비(기금사업비)","일반지출","17,106","17,106"
"133","2023","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","인권제도 선진화","정책개발 및 제도개선","주요사업비(기금사업비)","일반지출","4,925","4,925"
"134","2023","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","국가적중장기 추진과제 지원","국제개발협력 총괄 조정 및 지원(ODA)","주요사업비(기금사업비)","일반지출","58,530","58,530"
"135","2023","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","국가적중장기 추진과제 지원","새만금사업추진지원단 운영","주요사업비(기금사업비)","일반지출","1,301","1,301"
"136","2023","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","국가적중장기 추진과제 지원","탄소중립녹색성장위원회 운영","주요사업비(기금사업비)","일반지출","29,852","29,852"
"137","2023","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","규제개혁","규제개혁위원회 운영","주요사업비(기금사업비)","일반지출","7,166","7,166"
"138","2023","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","기본경비","국무조정실 기본경비","기본경비(경상운영비)","일반지출","80,983","80,983"
"139","2023","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","기본경비","국무총리비서실 기본경비","기본경비(경상운영비)","일반지출",700,700
"140","2023","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","기본경비","조세심판원 기본경비","기본경비(경상운영비)","일반지출","20,758","20,758"
"141","2023","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","대국민 및 정당과의 소통","국회·정당 및 시민사회 등과의 소통강화","주요사업비(기금사업비)","일반지출","22,251","22,251"
"142","2023","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","사회통합 및 안전관리 추진","대테러센터 운영","주요사업비(기금사업비)","일반지출","12,893","12,893"
"143","2023","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","사회통합 및 안전관리 추진","미세먼지개선기획단 운영","주요사업비(기금사업비)","일반지출","3,542","3,542"
"144","2023","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","행정지원","공직복무 관리","주요사업비(기금사업비)","일반지출","10,182","10,182"
"145","2023","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","행정지원","창의적 업무역량 강화","주요사업비(기금사업비)","일반지출","6,340","6,340"
"146","2023","국민권익위원회","일반회계","","일반·지방행정","일반행정","국민권익증진","기본경비","기관운영기본경비(비대상)","기본경비(경상운영비)","일반지출","81,465","81,465"
"147","2023","국민권익위원회","일반회계","","일반·지방행정","일반행정","국민권익증진","반부패청렴정책강화","청렴도측정및부패영향평가","주요사업비(기금사업비)","일반지출","5,052","5,052"
"148","2023","국민권익위원회","일반회계","","일반·지방행정","일반행정","국민권익증진","청렴권익대내외협력강화","청렴권익국제교류","주요사업비(기금사업비)","일반지출","135,577","135,577"
"149","2023","국방부","일반회계","","국방","병력운영","급식및피복","급식비","증/특식","주요사업비(기금사업비)","일반지출","678,875","678,875"
"150","2023","국방부","일반회계","","국방","병력운영","급여정책","군무원인건비","군무원인건비","인건비(기금인건비)","일반지출","367,487","367,487"
"151","2023","국방부","일반회계","","국방","병력운영","급여정책","군인인건비","병인건비","인건비(기금인건비)","일반지출","5,278,799","5,278,799"
"152","2023","국방부","일반회계","","국방","병력운영","급여정책","군인인건비","부사관인건비","인건비(기금인건비)","일반지출","16,780,482","16,780,482"
"153","2023","국방부","일반회계","","국방","병력운영","급여정책","군인인건비","장교인건비","인건비(기금인건비)","일반지출","15,803,053","15,803,053"
"154","2023","국방부","일반회계","","국방","전력유지","국방정보화","정보통신체계운영","정보체계개발유지(정보화)","주요사업비(기금사업비)","일반지출","46,197","46,197"
"155","2023","국방부","일반회계","","국방","전력유지","국방정보화","정보통신체계운영","정보통신운영지원(정보화)","주요사업비(기금사업비)","일반지출","2,424,323","2,424,323"
