No.,회계년도,소관명,회계명,계정명,분야명,부문명,프로그램명,단위사업명,세부사업명,경비구분,지출구분,목명,세목명,정부안금액(달러),국회확정금액(달러)
"37","2023","경찰청","일반회계","","공공질서및안전","경찰","전문경찰양성","경찰대학운영","경찰대학운영","주요사업비(기금사업비)","일반지출","여비","국외교육여비","76,553","76,553"
"38","2023","경찰청","일반회계","","공공질서및안전","경찰","전문경찰양성","경찰대학운영","경찰대학운영","주요사업비(기금사업비)","일반지출","여비","국외업무여비","9,976","9,976"
"39","2023","경찰청","일반회계","","공공질서및안전","경찰","전문경찰양성","경찰대학운영","경찰대학운영","주요사업비(기금사업비)","일반지출","운영비","시험연구비","3,934","3,934"
"40","2023","경찰청","일반회계","","공공질서및안전","경찰","전문경찰양성","경찰인재개발","경찰인재개발","주요사업비(기금사업비)","일반지출","여비","국외업무여비","9,748","9,748"
"41","2023","경찰청","일반회계","","공공질서및안전","경찰","전문경찰양성","우수인재확보및능력개발","경찰관채용교육","주요사업비(기금사업비)","일반지출","보전금","기타보전금",0,"122,430"
"42","2023","경찰청","일반회계","","공공질서및안전","경찰","전문경찰양성","우수인재확보및능력개발","경찰관채용교육","주요사업비(기금사업비)","일반지출","여비","국외교육여비","691,473","691,473"
"43","2023","경찰청","일반회계","","공공질서및안전","경찰","전문경찰양성","우수인재확보및능력개발","경찰관채용교육","주요사업비(기금사업비)","일반지출","운영비","일반용역비","122,430",0
"44","2023","경찰청","일반회계","","공공질서및안전","경찰","치안상황대응강화","치안상황관리","범죄대응및재난안전관리","주요사업비(기금사업비)","일반지출","여비","국외업무여비","97,076","97,076"
"45","2023","경찰청","일반회계","","공공질서및안전","경찰","치안인프라구축","헬기운용 및 현대화","헬기운용 및 현대화","주요사업비(기금사업비)","일반지출","여비","국외업무여비","2,055","2,055"
"46","2023","경찰청","일반회계","","공공질서및안전","경찰","치안인프라구축","헬기운용 및 현대화","헬기운용 및 현대화","주요사업비(기금사업비)","일반지출","운영비","시설장비유지비","1,587,369","1,587,369"
"47","2023","고용노동부","고용보험기금","","사회복지","고용","고용노동행정지원","기금운영비","고용보험운영 기타경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","57,582","57,582"
"48","2023","고용노동부","고용보험기금","","사회복지","고용","고용노동행정지원","기금운영비","직업능력개발사업운영","기본경비(경상운영비)","일반지출","여비","국외업무여비","6,206","6,206"
"49","2023","고용노동부","국가균형발전특별회계","지역지원계정","사회복지","고용","고용창출","지역고용촉진지원","지역산업맞춤형일자리창출지원","주요사업비(기금사업비)","일반지출","여비","국외업무여비","15,834","15,834"
"50","2023","고용노동부","근로복지진흥기금","중소복지계정","사회복지","노동","고용노동행정지원","근로복지기금운영비","기금관리비(기타경비)","기본경비(경상운영비)","일반지출","여비","국외업무여비","3,628","3,628"
"51","2023","고용노동부","산업재해보상보험및예방기금","","사회복지","노동","고용노동행정지원","산재보험및예방기금운영비","산재보험운영 기타경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","6,864","6,864"
"52","2023","고용노동부","산업재해보상보험및예방기금","","사회복지","노동","고용노동행정지원","산재보험및예방기금운영비","산재예방운영 기타경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","19,468","19,468"
"53","2023","고용노동부","일반회계","","사회복지","고용","고용창출","사회적기업육성","사회적기업 육성","주요사업비(기금사업비)","일반지출","여비","국외업무여비","14,626","14,626"
"54","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","경제사회노동위원회운영","경제사회노동위원회운영","주요사업비(기금사업비)","일반지출","여비","국외업무여비","8,975","8,975"
"55","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","고용노동행정정보화","고용노동행정(정보화)","주요사업비(기금사업비)","일반지출","여비","국외업무여비","2,840","2,840"
"56","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(고용정책실,비총액)","기본경비(경상운영비)","일반지출","여비","국외업무여비","5,124","5,124"
"57","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(노동정책실,비총액)","기본경비(경상운영비)","일반지출","여비","국외업무여비","2,740","2,740"
"58","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(본부기관운영,비총액)","기본경비(경상운영비)","일반지출","보전금","기타보전금","1,700","1,700"
"59","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(본부기관운영,비총액)","기본경비(경상운영비)","일반지출","업무추진비","관서업무추진비","12,575","12,575"
"60","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(본부기관운영,비총액)","기본경비(경상운영비)","일반지출","여비","국외교육여비","8,138","8,138"
"61","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(본부기관운영,비총액)","기본경비(경상운영비)","일반지출","여비","국외업무여비","88,590","88,590"
"62","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(본부기관운영,비총액)","기본경비(경상운영비)","일반지출","운영비","공공요금및제세",989,989
"63","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(본부기관운영,비총액)","기본경비(경상운영비)","일반지출","운영비","일반수용비","5,774","5,774"
"64","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(직업능력정책국, 비총액)","기본경비(경상운영비)","일반지출","여비","국외업무여비",817,817
"65","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(통합고용정책국, 비총액)","기본경비(경상운영비)","일반지출","여비","국외업무여비","3,319","3,319"
"66","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","소속기관기본경비","노동위원회기본경비(비총액)","기본경비(경상운영비)","일반지출","여비","국외업무여비","2,624","2,624"
"67","2023","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","소속기관기본경비","최저임금위원회기본경비(비총액)","기본경비(경상운영비)","일반지출","여비","국외업무여비","5,367","5,367"
"68","2023","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","국제고용노동협력","ILO분담금(ODA)","주요사업비(기금사업비)","일반지출","해외이전","국제부담금","10,111,628","10,111,628"
"69","2023","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","국제고용노동협력","개도국고용노동분야개발협력(ODA)","주요사업비(기금사업비)","일반지출","해외이전","국제부담금","1,733,333","1,733,333"
"70","2023","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","국제고용노동협력","고용노동국제협력및통상협상대응","주요사업비(기금사업비)","일반지출","업무추진비","사업추진비","2,880","2,880"
"71","2023","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","국제고용노동협력","고용노동국제협력및통상협상대응","주요사업비(기금사업비)","일반지출","여비","국외업무여비","39,646","39,646"
"72","2023","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","국제고용노동협력","고용노동국제협력및통상협상대응","주요사업비(기금사업비)","일반지출","운영비","일반수용비","31,200","31,200"
"73","2023","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","외국인력관리지원","외국인근로자고용관리","주요사업비(기금사업비)","일반지출","여비","국외업무여비","22,920","22,920"
"74","2023","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","퇴직급여정착지원제도","퇴직급여제도정착지원","주요사업비(기금사업비)","일반지출","여비","국외업무여비","4,260","4,260"
"75","2023","고용노동부","임금채권보장기금","","사회복지","노동","고용노동행정지원","임금채권보장기금운영비","사업운영비(제도운영기타경비)","기본경비(경상운영비)","일반지출","여비","국외업무여비","2,712","2,712"
"76","2023","고위공직자범죄수사처","일반회계","","공공질서및안전","법무및검찰","공수처 활동","수사지원 및 수사일반","수사지원 및 수사일반","주요사업비(기금사업비)","일반지출","여비","국외업무여비","18,968","18,968"
"77","2023","고위공직자범죄수사처","일반회계","","공공질서및안전","법무및검찰","행정지원","기본경비","공수처 운영 기본경비(비총액)","기본경비(경상운영비)","일반지출","여비","국외업무여비","5,373","5,373"
"78","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","독과점시장 환경개선","독과점시장 감시체계 운영","주요사업비(기금사업비)","일반지출","여비","국외업무여비","3,627","3,627"
"79","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","선진 경쟁정책 추진","개도국기술 지원(ODA)","주요사업비(기금사업비)","일반지출","여비","국외업무여비","4,895","4,895"
"80","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","선진 경쟁정책 추진","개도국기술 지원(ODA)","주요사업비(기금사업비)","일반지출","해외이전","국제부담금","27,804","27,804"
"81","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","선진 경쟁정책 추진","대외활동 강화","주요사업비(기금사업비)","일반지출","해외이전","국제부담금","3,000","3,000"
"82","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","시장구조개선","규제개선 및 경제분석","주요사업비(기금사업비)","일반지출","여비","국외업무여비","9,118","9,118"
"83","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","시장구조개선","규제개선 및 경제분석","주요사업비(기금사업비)","일반지출","운영비","일반수용비","15,677","15,677"
"84","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","경쟁정책국 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","53,449","53,449"
"85","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","기관운영 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","보전금","기타보전금","15,696","15,696"
"86","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","기관운영 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비",820,820
"87","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","기관운영 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","운영비","임차료","48,000","48,000"
"88","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","기업집단국 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","2,691","2,691"
"89","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","기획조정관실 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","7,578","7,578"
"90","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","소비자정책국 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","9,210","9,210"
"91","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","시장감시국 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","1,623","1,623"
"92","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","시장구조개선정책관실 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","1,592","1,592"
"93","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","인건비","총액인건비성 인건비","인건비(기금인건비)","일반지출","인건비","보수","131,764","131,764"
"94","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","소비자후생 증진","선진 소비자정책 추진","선진소비자 정책 추진","주요사업비(기금사업비)","일반지출","여비","국외업무여비","3,335","3,335"
"95","2023","공정거래위원회","일반회계","","일반·지방행정","일반행정","중소기업 경쟁여건 개선","대중소기업간 거래행태개선 및 동반성장시책추진","대중소기업간 거래행태개선 및 동반성장시책추진","주요사업비(기금사업비)","일반지출","여비","국외업무여비","1,665","1,665"
"96","2023","과학기술정보통신부","우체국예금특별회계","손익계정","통신","우정","우정사업행정지원","예특기본경비","예금기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","18,359","18,359"
"97","2023","과학기술정보통신부","우체국예금특별회계","손익계정","통신","우정","우체국예금","예금사업활성화","금융서비스","주요사업비(기금사업비)","일반지출","여비","국외업무여비","16,485","16,485"
"98","2023","과학기술정보통신부","우체국예금특별회계","손익계정","통신","우정","우체국예금","예금사업활성화","예금사업운영","주요사업비(기금사업비)","일반지출","여비","국외업무여비","78,793","78,793"
"99","2023","과학기술정보통신부","우체국예금특별회계","손익계정","통신","우정","우체국예금","예금사업활성화","예금사업운영","주요사업비(기금사업비)","일반지출","해외이전","국제부담금","42,650","42,650"
"100","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정사업행정지원","우특기본경비","경영기획기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","12,646","12,646"
"101","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정사업행정지원","우특기본경비","우편기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","13,044","13,044"
"102","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정사업행정지원","인건비","인건비","인건비(기금인건비)","일반지출","인건비","보수","82,104","82,104"
"103","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정서비스","국내우편사업","우체국소포사업","주요사업비(기금사업비)","일반지출","여비","국외업무여비","2,598","2,598"
"104","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정서비스","국내우편사업","우표문화사업","주요사업비(기금사업비)","일반지출","여비","국외업무여비","2,919","2,919"
"105","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정서비스","국내우편사업","통상우편사업","주요사업비(기금사업비)","일반지출","여비","국외업무여비","2,526","2,526"
"106","2023","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정서비스","우정사업운영지원","우정사업지원","주요사업비(기금사업비)","일반지출","여비","국외업무여비","5,503","5,503"
"107","2023","과학기술정보통신부","일반회계","","과학기술","과학기술연구지원","과학기술혁신지원","국가과학기술자문회의 운영","국가과학기술자문회의 사무지원단 운영","주요사업비(기금사업비)","일반지출","여비","국외업무여비","7,224","7,224"
"108","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 감사관 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","3,152","3,152"
"109","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 과학기술일자리혁신관 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","3,920","3,920"
"110","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 과학기술정책국 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","3,006","3,006"
"111","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 기관운영 기본경비","기본경비(경상운영비)","일반지출","여비","국외교육여비","13,600","13,600"
"112","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 기관운영 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","3,252","3,252"
"113","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 기초원천연구정책관 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","3,808","3,808"
"114","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 대변인 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","1,454","1,454"
"115","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 미래인재정책국 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","3,293","3,293"
"116","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 방송진흥정책국 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","3,602","3,602"
"117","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 성과평가정책국 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","3,827","3,827"
"118","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 소프트웨어정책관 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","5,000","5,000"
"119","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 연구개발투자심의국 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","5,156","5,156"
"120","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 정보통신산업정책관 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","15,270","15,270"
"121","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 정책기획관 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","16,560","16,560"
"122","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 통신정책국 기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","5,455","5,455"
"123","2023","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 인건비","총액대상 인건비","인건비(기금인건비)","일반지출","인건비","보수","127,312","127,312"
"124","2023","과학기술정보통신부","일반회계","","통신","방송통신","과학기술정보통신부운영지원","기관기본경비","중앙전파관리소","기본경비(경상운영비)","일반지출","여비","국외업무여비","2,511","2,511"
"125","2023","과학기술정보통신부","일반회계","","통신","방송통신","전파활용방송서비스산업","전파이용질서확립(일반)","전파관리활동지원(정보화)","주요사업비(기금사업비)","일반지출","여비","국외업무여비","2,740","2,740"
"126","2023","관세청","일반회계","","일반·지방행정","재정·금융","관세행정지원","본청기본경비","국제관세협력국기본경비","기본경비(경상운영비)","일반지출","운영비","임차료","125,581","125,581"
"127","2023","관세청","일반회계","","일반·지방행정","재정·금융","관세행정지원","본청기본경비","본부기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","17,936","17,936"
"128","2023","관세청","일반회계","","일반·지방행정","재정·금융","관세행정지원","소속기관기본경비","중앙관세분석소기본경비","기본경비(경상운영비)","일반지출","여비","국외업무여비","3,585","3,585"
"129","2023","관세청","일반회계","","일반·지방행정","재정·금융","관세행정지원","인건비","인건비(총액인건비대상)","인건비(기금인건비)","일반지출","인건비","보수","81,104","81,104"
"130","2023","관세청","일반회계","","일반·지방행정","재정·금융","밀수조사단속","밀수단속지원","밀수단속","주요사업비(기금사업비)","일반지출","여비","국외업무여비","38,100","38,100"
"131","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","교육복지정책국 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","여비","국외업무여비","10,260","10,260"
"132","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","교육안전정보국 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","여비","국외업무여비","11,013","11,013"
"133","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","대학학술정책관 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","여비","국외업무여비","3,940","3,940"
"134","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","산학협력정책관 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","여비","국외업무여비","6,664","6,664"
"135","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","정책기획관 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","여비","국외업무여비","50,880","50,880"
"136","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","평생교육국 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","여비","국외업무여비","7,256","7,256"
"137","2023","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","학교혁신정책관 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","여비","국외업무여비","12,133","12,133"
"138","2023","교육부","일반회계","","교육","교육일반","교육행정지원","소속기관 기본경비","교원소청심사위원회 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","여비","국외업무여비","1,315","1,315"
"139","2023","교육부","일반회계","","교육","교육일반","교육행정지원","소속기관 기본경비","중앙교육연수원 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","여비","국외업무여비","1,589","1,589"
"140","2023","교육부","일반회계","","교육","교육일반","교육행정지원","소속기관 인건비","국사편찬위원회 인건비","인건비(기금인건비)","일반지출","인건비","보수","42,300","42,300"
