No.,회계년도,회계월,소관,소관명,회계,회계명,수입관코드,수입관명,수입항코드,수입항명,수입목코드,수입목명,예산(원),징수결정본월금액(원),징수결정누계금액(원),수납본월금액(원),수납누계금액(원),불납결손본월금액(원),불납결손누계금액(원),미수납누계금액(원)
"1","2023","04","004","국가정보원","110","일반회계","11","재산수입","54","기타이자수입및재산수입","547","기타재산이자외수입","9,785,000,000","1,162,457,330","7,059,518,540","1,162,457,330","7,059,518,540",0,0,0
"2","2023","04","005","감사원","110","일반회계","11","재산수입","51","관유물대여료","511","토지대여료","1,000,000",0,0,0,0,0,0,0
"3","2023","04","005","감사원","110","일반회계","11","재산수입","51","관유물대여료","512","건물대여료","15,000,000",0,0,0,0,0,0,0
"4","2023","04","005","감사원","110","일반회계","12","경상이전수입","59","기타경상이전수입","596","기타경상이전수입","30,000,000","452,370","107,703,780","452,370","107,703,780",0,0,0
"5","2023","04","005","감사원","110","일반회계","13","재화및용역판매수입","69","잡수입","691","기타잡수입","104,000,000",0,0,0,0,0,0,0
"6","2023","04","005","감사원","110","일반회계","14","수입대체경비수입","69","잡수입","691","기타잡수입","489,000,000","33,300,000","100,060,000","33,300,000","100,060,000",0,0,0
"7","2023","04","006","국회","110","일반회계","11","재산수입","51","관유물대여료","511","토지대여료","228,000,000","8,031,350","7,553,790",0,"-477,560",0,0,"8,031,350"
"8","2023","04","006","국회","110","일반회계","11","재산수입","51","관유물대여료","512","건물대여료","1,523,000,000","210,570,490","841,868,020","-58,327,160","572,970,370",0,0,"268,897,650"
"9","2023","04","006","국회","110","일반회계","11","재산수입","54","기타이자수입및재산수입","546","기타재산이자수입","7,000,000","819,420","1,622,430",0,"803,010",0,0,"819,420"
"10","2023","04","006","국회","110","일반회계","12","경상이전수입","56","벌금,몰수금및과태료","564","징계부과금",0,0,"572,910",0,"572,910",0,0,0
"11","2023","04","006","국회","110","일반회계","12","경상이전수입","57","변상금및위약금","571","변상금","14,000,000",0,"114,827,870",0,0,0,0,"114,827,870"
"12","2023","04","006","국회","110","일반회계","12","경상이전수입","57","변상금및위약금","572","위약금","22,000,000",0,0,0,0,0,0,0
"13","2023","04","006","국회","110","일반회계","12","경상이전수입","58","가산금","581","가산금",0,0,"133,950",0,0,0,0,"133,950"
"14","2023","04","006","국회","110","일반회계","12","경상이전수입","59","기타경상이전수입","596","기타경상이전수입","1,050,000,000","23,278,190","355,101,650","23,015,450","244,810,350",0,0,"110,291,300"
"15","2023","04","006","국회","110","일반회계","13","재화및용역판매수입","65","면허료및수수료","651","면허료및수수료","92,000,000",0,0,0,0,0,0,0
"16","2023","04","006","국회","110","일반회계","13","재화및용역판매수입","69","잡수입","691","기타잡수입","782,000,000","51,424,690","226,523,280","51,424,690","226,523,280",0,0,0
"17","2023","04","006","국회","110","일반회계","14","수입대체경비수입","69","잡수입","691","기타잡수입","427,000,000","20,750,000","39,150,000","20,750,000","39,150,000",0,0,0
"18","2023","04","006","국회","110","일반회계","15","관유물매각대","71","고정자산매각대","713","기타고정자산매각대","51,000,000",0,"800,000",0,"800,000",0,0,0
"19","2023","04","007","대법원","110","일반회계","11","재산수입","51","관유물대여료","511","토지대여료","918,000,000","16,639,270","163,894,740","573,410","147,828,880",0,0,"16,065,860"
"20","2023","04","007","대법원","110","일반회계","11","재산수입","51","관유물대여료","512","건물대여료","3,059,000,000","145,753,910","1,001,922,310","113,571,330","853,553,770",0,0,"148,368,540"
"21","2023","04","007","대법원","110","일반회계","11","재산수입","54","기타이자수입및재산수입","546","기타재산이자수입","42,000,000","310,160","6,319,820","309,590","5,432,160",0,0,"887,660"
"22","2023","04","007","대법원","110","일반회계","11","재산수입","54","기타이자수입및재산수입","547","기타재산이자외수입",0,0,"105,520",0,"105,520",0,0,0
"23","2023","04","007","대법원","110","일반회계","12","경상이전수입","56","벌금,몰수금및과태료","562","몰수금및추징금","105,000,000","15,165,080","22,727,430","15,165,080","22,727,430",0,0,0
"24","2023","04","007","대법원","110","일반회계","12","경상이전수입","56","벌금,몰수금및과태료","564","징계부과금",0,0,"1,060,287,190",0,0,0,0,"1,060,287,190"
"25","2023","04","007","대법원","110","일반회계","12","경상이전수입","57","변상금및위약금","571","변상금","247,000,000","8,093,790","435,540,160","4,718,940","18,823,810",0,0,"416,716,350"
"26","2023","04","007","대법원","110","일반회계","12","경상이전수입","58","가산금","581","가산금",0,0,"164,070",0,0,0,0,"164,070"
"27","2023","04","007","대법원","110","일반회계","12","경상이전수입","59","기타경상이전수입","596","기타경상이전수입","110,390,000,000","276,843,830","110,676,711,550","235,277,660","110,629,549,490",0,0,"47,162,060"
"28","2023","04","007","대법원","110","일반회계","13","재화및용역판매수입","65","면허료및수수료","651","면허료및수수료","453,166,000,000","20,944,439,580","100,927,960,170","20,944,439,580","100,927,782,460",0,0,"177,710"
"29","2023","04","007","대법원","110","일반회계","13","재화및용역판매수입","69","잡수입","691","기타잡수입","153,000,000","35,356,870","115,451,100","33,665,730","113,719,460",0,0,"1,731,640"
"30","2023","04","007","대법원","110","일반회계","15","관유물매각대","71","고정자산매각대","713","기타고정자산매각대",0,0,"700,000",0,"700,000",0,0,0
