No.,회계년도,집행월,소관,소관명,회계,회계명,분야코드,분야명,부문코드,부문명,프로그램코드,프로그램명,단위사업코드,단위사업명,예산(원),당월집행액(원),누계집행액(원)
"1","2022","03","004","국가정보원","110","일반회계","010","일반·지방행정","016","일반행정","1100","국가정보지원","1131","정보활동","839,725,550,500","53,000,000,000","313,000,000,000"
"2","2022","03","005","감사원","110","일반회계","010","일반·지방행정","016","일반행정","1100","감사활동 및 행정지원","1101","인건비","90,572,000,000","7,203,078,630","22,432,361,170"
"3","2022","03","005","감사원","110","일반회계","010","일반·지방행정","016","일반행정","1100","감사활동 및 행정지원","1111","기본경비","13,214,000,000","760,152,480","2,935,686,580"
"4","2022","03","005","감사원","110","일반회계","010","일반·지방행정","016","일반행정","1100","감사활동 및 행정지원","1131","감사활동경비","17,690,997,570","1,024,325,450","3,102,617,320"
"5","2022","03","005","감사원","110","일반회계","010","일반·지방행정","016","일반행정","1100","감사활동 및 행정지원","1133","청사 및 시설물 관리","2,829,000,000","308,721,110","1,240,068,540"
"6","2022","03","005","감사원","110","일반회계","010","일반·지방행정","016","일반행정","1100","감사활동 및 행정지원","1134","전산운영경비","9,443,598,880","561,755,590","853,681,830"
"7","2022","03","005","감사원","110","일반회계","010","일반·지방행정","016","일반행정","1100","감사활동 및 행정지원","1135","국제교류협력강화","883,500,000","3,971,560","87,261,910"
"8","2022","03","005","감사원","110","일반회계","010","일반·지방행정","016","일반행정","1100","감사활동 및 행정지원","1142","수입대체경비","383,000,000","6,510,600","36,045,600"
"9","2022","03","005","감사원","110","일반회계","010","일반·지방행정","016","일반행정","1100","감사활동 및 행정지원","1151","감사연구활동경비","428,000,000","35,531,410","53,771,680"
"10","2022","03","006","국회","110","일반회계","010","일반·지방행정","011","입법및선거관리","1000","의정활동지원","1031","의정지원","67,773,806,000","4,479,799,760","11,798,946,740"
"11","2022","03","006","국회","110","일반회계","010","일반·지방행정","011","입법및선거관리","1000","의정활동지원","1032","위원회운영지원","10,721,548,000","549,378,010","2,580,749,000"
"12","2022","03","006","국회","110","일반회계","010","일반·지방행정","011","입법및선거관리","1000","의정활동지원","1033","의회외교","11,984,146,000","509,213,190","1,936,405,480"
