No.,회계년도,집행월,소관명,회계명,분야명,부문명,프로그램명,단위사업명,세부사업명,예산액,예산현액,당월지출금액,누계지출금액
"12","2022","202204","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","일반·지방행정","일반행정","사회적참사 조사","청문회 지원","청문회 개최 지원 및 자료 검증","113,000,000","113,000,000",0,0
"13","2022","202204","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","일반·지방행정","일반행정","사회적참사 조사","피해 지원","피해자 지원 대책 수립","14,000,000","249,980,000",0,"134,912,200"
"14","2022","202204","감사원","일반회계","일반·지방행정","일반행정","감사활동 및 행정지원","감사연구활동경비","감사연구활동경비","428,000,000","428,000,000","29,973,000","83,744,680"
"15","2022","202204","감사원","일반회계","일반·지방행정","일반행정","감사활동 및 행정지원","감사활동경비","감사활동경비","17,509,000,000","17,324,997,570","1,634,970,110","4,710,884,500"
"16","2022","202204","감사원","일반회계","일반·지방행정","일반행정","감사활동 및 행정지원","감사활동경비","적극행정 지원","366,000,000","366,000,000","10,985,190","37,688,120"
"17","2022","202204","감사원","일반회계","일반·지방행정","일반행정","감사활동 및 행정지원","국제교류협력강화","감사기구 역량강화(ODA)","197,000,000","197,000,000","8,000,000","8,000,000"
"18","2022","202204","감사원","일반회계","일반·지방행정","일반행정","감사활동 및 행정지원","국제교류협력강화","국제교류협력강화","636,500,000","686,500,000","68,461,850","155,723,760"
"19","2022","202204","감사원","일반회계","일반·지방행정","일반행정","감사활동 및 행정지원","기본경비","기본경비","13,197,000,000","13,214,000,000","1,081,927,930","4,017,614,510"
"20","2022","202204","감사원","일반회계","일반·지방행정","일반행정","감사활동 및 행정지원","수입대체경비","감사교육원 수입대체경비","383,000,000","383,000,000","17,356,920","53,402,520"
"21","2022","202204","감사원","일반회계","일반·지방행정","일반행정","감사활동 및 행정지원","인건비","인건비","90,572,000,000","90,572,000,000","6,554,462,430","28,986,823,600"
"22","2022","202204","감사원","일반회계","일반·지방행정","일반행정","감사활동 및 행정지원","전산운영경비","전산운영경비(정보화)","9,096,000,000","9,443,598,880","487,345,730","1,341,027,560"
"23","2022","202204","감사원","일반회계","일반·지방행정","일반행정","감사활동 및 행정지원","청사 및 시설물 관리","노후시설 개보수 및 업무시설 정비","2,836,000,000","2,829,000,000","132,817,920","1,372,886,460"
"24","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(개인정보정책국)","205,000,000","205,000,000",0,"82,000,000"
"25","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(기관운영)","560,000,000","560,000,000","30,083,510","164,509,010"
"26","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(기획조정관)","297,000,000","297,000,000",0,"72,000,000"
"27","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(대변인)","60,000,000","60,000,000","30,680,000","44,460,000"
"28","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(운영지원과)","181,000,000","181,000,000","17,820,670","58,220,670"
"29","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(조사조정국)","231,000,000","231,000,000","26,500,000","103,000,000"
"30","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(개인정보정책국)","42,000,000","41,296,000",0,"16,096,000"
"31","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(기관운영)","429,000,000","430,650,000","35,425,850","162,176,020"
"32","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(기획조정관)","43,000,000","42,296,000","7,000,000","24,296,000"
"33","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(대변인)","13,000,000","12,824,000","1,392,000","4,828,000"
"34","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(운영지원과)","12,000,000","11,824,000","4,590,000","5,480,000"
"35","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(조사조정국)","75,000,000","75,110,000","18,750,000","37,500,000"
"36","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 인건비","위원회 인건비","13,246,000,000","13,246,000,000","962,789,640","4,311,513,930"
"37","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","정부자원관리","개인정보보호","개인정보보호강화","개인정보보호 협력체계 구축","1,323,000,000","1,323,000,000","30,000,000","922,600,000"
"38","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","정부자원관리","개인정보보호","개인정보보호강화","개인정보보호정책지원","7,469,000,000","7,469,000,000","225,120,750","4,906,120,750"
"39","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","정부자원관리","개인정보보호","개인정보보호강화","기술개발ㆍ전문인력 양성","1,600,000,000","1,600,000,000","420,000,000","1,380,000,000"
"40","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","정부자원관리","개인정보보호","개인정보보호연구","개인정보보호강화기술연구개발(R&D)","3,000,000,000","3,000,000,000","2,364,000,000","2,424,000,000"
"41","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","정부자원관리","개인정보보호","개인정보보호위원회 운영","위원회운영지원(정보화)","5,724,000,000","5,776,365,000","284,228,000","1,095,018,800"
"42","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","정부자원관리","개인정보보호","개인정보이슈대응","개인정보침해방지","8,078,000,000","8,078,000,000",0,"5,635,900,000"
"43","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","정부자원관리","개인정보보호","개인정보활용지원","개인정보 전송요구권 보장","2,500,000,000","2,500,000,000",0,"1,375,000,000"
"44","2022","202204","개인정보보호위원회","일반회계","일반·지방행정","정부자원관리","개인정보보호","개인정보활용지원","안전한 데이터 활용 지원","4,929,000,000","4,929,000,000",0,"2,196,000,000"
"45","2022","202204","경찰청","경찰병원","공공질서및안전","경찰","경찰병원운영","경찰병원기본경비","경찰병원기본경비","183,000,000","183,000,000","2,271,830","9,089,000"
"46","2022","202204","경찰청","경찰병원","공공질서및안전","경찰","경찰병원운영","경찰병원기본경비","경찰병원기본경비(총액인건비)","2,706,000,000","2,857,509,000","176,482,180","838,657,970"
"47","2022","202204","경찰청","경찰병원","공공질서및안전","경찰","경찰병원운영","경찰병원인건비","경찰병원인건비","41,824,000,000","41,650,916,000","4,433,232,610","14,626,940,080"
"48","2022","202204","경찰청","경찰병원","공공질서및안전","경찰","경찰병원운영","자산취득","경찰병원자산취득","3,380,000,000","3,420,822,140","12,509,110","47,070,020"
"49","2022","202204","경찰청","경찰병원","공공질서및안전","경찰","경찰병원운영","장례식장운영","장례식장운영","3,824,000,000","3,901,468,000","255,421,880","981,725,480"
"50","2022","202204","경찰청","경찰병원","공공질서및안전","경찰","경찰병원운영","진료업무지원","국립경찰병원 건강보험부담금(손익)","1,433,000,000","1,678,435,000","144,355,030","435,359,620"
"51","2022","202204","경찰청","경찰병원","공공질서및안전","경찰","경찰병원운영","진료업무지원","전산운영경비(정보화)","2,483,000,000","2,483,000,000","124,198,590","384,353,980"
"52","2022","202204","경찰청","경찰병원","공공질서및안전","경찰","경찰병원운영","진료업무지원","진료업무운영관리","22,517,000,000","22,215,672,000","1,344,899,080","5,159,086,560"
"53","2022","202204","경찰청","경찰병원","공공질서및안전","경찰","계정간거래(전출금)","감가상각비(경찰병원계정)","감가상각비","1,000,000","1,000,000",0,0
"54","2022","202204","경찰청","경찰병원","공공질서및안전","경찰","계정간거래(전출금)","당기순이익(경찰병원계정)","당기순이익","1,000,000","1,000,000",0,0
"55","2022","202204","경찰청","경찰병원","공공질서및안전","경찰","회계기금간거래(공무원연금부담금)","공무원연금부담금(경찰병원)","공무원연금기금 전출(공무원연금부담금)","4,232,000,000","4,232,000,000","1,201,488,270","2,648,708,100"
"56","2022","202204","경찰청","국가균형발전특별회계","공공질서및안전","경찰","경찰행정지원","제주이관인력지원","제주자치경찰인력지원","4,708,000,000","4,708,000,000","178,000,000","1,278,000,000"
"57","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","감사·인권보호활동","감사관감찰활동","1,783,000,000","1,783,000,000","30,336,220","766,531,940"
"58","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","감사·인권보호활동","인권·피해자보호활동","3,350,000,000","3,382,601,350","220,280,080","1,088,462,870"
"59","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","경찰복지증진","경찰관서직장보육시설운영(민자)","13,556,000,000","13,556,000,000",0,"2,968,576,050"
"60","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","경찰복지증진","경찰복지증진","68,310,000,000","68,310,000,000","2,228,987,860","21,359,587,460"
"61","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","경찰복지증진","퇴직경찰관취업지원","2,057,000,000","2,057,000,000","373,268,500","905,440,500"
"62","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","대국민치안정책제공","경찰청홈페이지운영(정보화)","213,000,000","213,000,000",0,"17,465,000"
"63","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","대국민치안정책제공","대국민소통강화","1,288,000,000","1,288,000,000","18,195,260","547,893,710"
"64","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","감사관기본경비","243,000,000","243,000,000",0,"114,400,000"
"65","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","감사관기본경비(총액인건비)","98,000,000","88,000,000","1,140,000","28,860,000"
"66","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","강원청기본경비","8,263,000,000","8,362,000,000","318,109,330","3,592,021,520"
"67","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","강원청기본경비(총액인건비)","3,285,000,000","3,284,500,000","58,581,930","1,597,257,430"
"68","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기남부청기본경비","20,877,000,000","21,069,000,000","729,227,920","9,890,057,440"
"69","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기남부청기본경비(총액인건비)","8,991,000,000","8,963,000,000","199,644,790","3,901,069,270"
"70","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기북부청기본경비","8,449,000,000","8,781,000,000","47,528,140","4,233,795,590"
"71","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기북부청기본경비(총액인건비)","3,510,000,000","3,422,000,000","35,328,660","1,681,065,960"
"72","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","경남청기본경비","12,126,000,000","12,078,000,000","421,117,300","4,723,992,170"
"73","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","경남청기본경비(총액인건비)","4,935,000,000","4,809,000,000","140,781,670","1,910,479,270"
"74","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","경무인사기획관기본경비","6,572,000,000","6,796,058,000","442,484,220","2,028,259,690"
"75","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","경무인사기획관기본경비(총액인건비)","98,608,000,000","98,590,000,000","62,590,000","58,960,267,530"
"76","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","경북청기본경비","13,091,000,000","13,194,000,000","285,655,980","5,932,013,640"
"77","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","경북청기본경비(총액인건비)","5,007,000,000","4,916,500,000","174,591,290","2,494,742,510"
"78","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","경비국기본경비","847,000,000","847,000,000","43,663,000","375,102,630"
"79","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","경비국기본경비(총액인건비)","648,000,000","648,000,000","15,330,000","366,998,690"
"80","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","공공안녕정보국기본경비","100,000,000","100,000,000","21,142,000","42,287,000"
"81","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","공공안녕정보국기본경비(총액인건비)","42,000,000","42,000,000","10,500,000","21,001,000"
"82","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","과학수사관리관기본경비","129,000,000","129,000,000",0,"53,045,000"
"83","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","과학수사관리관기본경비(총액인건비)","78,000,000","78,000,000",0,"31,420,000"
"84","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","광주청기본경비","4,828,000,000","4,886,000,000","227,962,570","1,888,271,330"
"85","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","광주청기본경비(총액인건비)","1,694,000,000","1,660,800,000","37,709,000","782,975,000"
"86","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","교통국기본경비","2,017,000,000","2,017,000,000","100,124,560","659,470,970"
"87","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","교통국기본경비(총액인건비)","30,000,000","30,000,000",0,"18,009,000"
"88","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","기획조정관기본경비","2,802,000,000","2,347,177,000","34,467,240","1,358,855,770"
"89","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","기획조정관기본경비(총액인건비)","716,000,000","416,000,000",0,"148,280,000"
"90","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","대구청기본경비","7,075,000,000","7,124,000,000","182,314,760","3,683,531,450"
"91","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","대구청기본경비(총액인건비)","2,928,000,000","2,928,800,000","11,308,600","1,663,226,020"
"92","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","대변인기본경비","277,000,000","277,000,000",0,"60,808,000"
"93","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","대변인기본경비(총액인건비)","48,000,000","48,000,000",0,"16,494,000"
"94","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","대전청기본경비","4,644,000,000","4,816,000,000","205,856,870","2,293,767,500"
"95","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","대전청기본경비(총액인건비)","1,707,000,000","1,711,000,000","11,616,430","803,852,710"
"96","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","부산청기본경비","11,284,000,000","10,972,000,000","273,830,480","5,668,016,610"
"97","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","부산청기본경비(총액인건비)","4,677,000,000","4,354,200,000","31,543,000","2,093,960,600"
"98","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","사이버수사국기본경비","65,000,000","65,000,000",0,"34,590,220"
"99","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","사이버수사국기본경비(총액인건비)","65,000,000","65,000,000",0,"30,250,000"
"100","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","생활안전국기본경비","438,000,000","438,000,000","21,681,000","74,940,400"
"101","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","생활안전국기본경비(총액인건비)","62,000,000","62,000,000",0,"30,700,000"
"102","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","서울청기본경비","32,768,000,000","33,157,000,000","1,778,995,610","13,773,589,890"
"103","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","서울청기본경비(총액인건비)","12,252,000,000","12,142,200,000","376,871,720","4,392,019,640"
"104","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","세종청기본경비","983,000,000","1,027,000,000","83,826,650","416,251,880"
"105","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","세종청기본경비(총액인건비)","473,000,000","473,500,000","22,458,000","171,484,230"
"106","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사국기본경비","154,000,000","154,000,000","218,000","56,000,000"
"107","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사국기본경비(총액인건비)","45,000,000","45,000,000",0,"22,500,000"
"108","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사기획조정관기본경비","163,000,000","163,000,000","6,887,840","48,909,840"
"109","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사기획조정관기본경비(총액인건비)","131,000,000","146,000,000",0,"45,451,000"
"110","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","안보수사국기본경비","58,000,000","58,000,000","3,340","31,703,340"
"111","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","안보수사국기본경비(총액인건비)","34,000,000","34,000,000",0,"20,390,000"
"112","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","외사국기본경비","156,000,000","156,000,000",0,"64,370,000"
"113","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","외사국기본경비(총액인건비)","28,000,000","28,000,000",0,"16,598,000"
"114","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","울산청기본경비","3,762,000,000","3,817,000,000","235,666,380","1,848,546,980"
"115","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","울산청기본경비(총액인건비)","1,531,000,000","1,508,500,000","36,438,300","535,394,150"
"116","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","인천청기본경비","7,104,000,000","7,261,510,000","328,252,210","3,188,076,400"
"117","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","인천청기본경비(총액인건비)","3,363,000,000","3,223,100,000","75,818,260","1,233,305,900"
"118","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","전남청기본경비","12,730,000,000","12,782,000,000","808,829,940","5,133,719,550"
"119","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","전남청기본경비(총액인건비)","4,133,000,000","4,026,900,000","127,661,600","1,774,730,710"
"120","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","전북청기본경비","9,825,000,000","9,830,000,000","182,325,370","4,177,263,320"
"121","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","전북청기본경비(총액인건비)","3,366,000,000","3,364,000,000","43,789,790","1,473,289,210"
"122","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","정보화장비정책관기본경비","160,000,000","160,000,000","-4,185,000","67,678,000"
"123","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","정보화장비정책관기본경비(총액인건비)","98,000,000","98,000,000",0,"49,000,000"
"124","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","제주청기본경비","2,865,000,000","3,163,313,000","-14,204,640","1,210,436,250"
"125","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","제주청기본경비(총액인건비)","1,149,000,000","1,101,000,000","3,469,500","551,477,280"
"126","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","충남청기본경비","9,972,000,000","10,111,000,000","181,074,310","4,206,100,530"
"127","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","충남청기본경비(총액인건비)","3,133,000,000","3,134,000,000","43,314,700","1,697,469,070"
"128","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","충북청기본경비","6,687,000,000","6,795,000,000","194,135,940","2,924,456,600"
"129","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","충북청기본경비(총액인건비)","2,547,000,000","2,533,000,000","26,965,580","1,095,369,680"
"130","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","치안상황관리관기본경비","112,000,000","112,000,000",0,"48,536,700"
"131","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","치안상황관리관기본경비(총액인건비)","36,000,000","36,000,000",0,"27,000,000"
"132","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","형사국기본경비","99,000,000","99,000,000","16,650,000","50,104,000"
"133","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부기본경비","형사국기본경비(총액인건비)","29,000,000","29,000,000",0,"14,500,000"
"134","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부인건비","경찰청인건비","600,993,000,000","600,993,000,000","19,551,394,510","499,780,279,700"
"135","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부인건비","방위비인건비","19,796,000,000","19,796,000,000","1,844,180,910","8,614,018,140"
"136","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","본부인건비","시도경찰청인건비","8,596,227,000,000","8,594,963,442,000","555,470,688,340","2,801,226,205,960"
"137","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰대학기본경비","2,106,000,000","2,106,000,000","176,785,550","740,717,010"
"138","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰대학기본경비(총액인건비)","383,000,000","383,000,000","7,045,500","121,004,450"
"139","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰인재개발원기본경비","1,907,000,000","1,907,000,000","132,317,560","370,303,000"
"140","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰인재개발원기본경비(총액인건비)","241,000,000","241,000,000","7,300,000","37,769,960"
"141","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","수사연수원기본경비","449,000,000","449,000,000","62,225,010","170,131,300"
"142","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","수사연수원기본경비(총액인건비)","113,000,000","113,000,000","7,825,000","35,164,350"
"143","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","중앙학교기본경비","3,373,000,000","3,373,000,000","288,037,340","1,362,585,910"
"144","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","중앙학교기본경비(총액인건비)","482,000,000","482,000,000","10,150,000","80,120,860"
"145","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","소속기관인건비","경찰대학인건비","24,445,000,000","24,445,000,000","1,756,621,340","8,255,046,430"
"146","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","소속기관인건비","경찰인재개발원인건비","10,581,000,000","10,581,000,000","738,999,910","3,516,240,480"
"147","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","소속기관인건비","수사연수원인건비","4,159,000,000","4,759,000,000","316,540,800","1,575,207,330"
"148","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","소속기관인건비","중앙학교인건비","48,461,000,000","48,989,000,000","3,790,172,180","18,706,153,900"
"149","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","치안행정업무지원","경무인사지원","9,665,000,000","9,699,374,000","91,077,030","799,711,530"
"150","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","치안행정업무지원","청사시설관리","117,535,000,000","117,782,493,000","3,304,181,530","9,250,626,400"
"151","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","치안행정업무지원","치안지원인력운영","153,506,000,000","153,506,000,000","9,519,794,500","45,797,681,650"
"152","2022","202204","경찰청","일반회계","공공질서및안전","경찰","경찰행정지원","치안행정업무지원","치안활동지원","481,768,000,000","481,768,000,000","26,576,731,890","168,768,820,280"
