No.,회계연도,소관명,회계명,계정명,분야명,부문명,프로그램명,단위사업명,세부사업명,경비구분,지출구분,전년도국회확정금액(천원),정부안금액(천원),국회확정금액(천원)
"20","2022","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","수입대체경비","감사교육원 수입대체경비","주요사업비(기금사업비)","일반지출","420,000","425,000","425,000"
"21","2022","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","인건비","인건비","인건비(기금인건비)","일반지출","89,716,000","90,715,000","90,715,000"
"22","2022","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","전산운영경비","전산운영경비(정보화)","주요사업비(기금사업비)","일반지출","6,126,000","9,096,000","9,096,000"
"23","2022","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","청사 및 시설물 관리","노후시설 개보수 및 업무시설 정비","주요사업비(기금사업비)","일반지출","4,826,000","2,866,000","2,836,000"
"24","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(개인정보정책국)","기본경비(경상운영비)","일반지출",0,"205,000","205,000"
"25","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(기관운영)","기본경비(경상운영비)","일반지출",0,"624,000","624,000"
"26","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(기획조정관)","기본경비(경상운영비)","일반지출","1,125,000","297,000","297,000"
"27","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(대변인)","기본경비(경상운영비)","일반지출",0,"60,000","60,000"
"28","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(운영지원과)","기본경비(경상운영비)","일반지출",0,"181,000","181,000"
"29","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(조사조정국)","기본경비(경상운영비)","일반지출",0,"231,000","231,000"
"30","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(개인정보정책국)","기본경비(경상운영비)","일반지출",0,"42,000","42,000"
"31","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(기관운영)","기본경비(경상운영비)","일반지출",0,"426,000","429,000"
"32","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(기획조정관)","기본경비(경상운영비)","일반지출","582,000","43,000","43,000"
"33","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(대변인)","기본경비(경상운영비)","일반지출",0,"13,000","13,000"
"34","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(운영지원과)","기본경비(경상운영비)","일반지출",0,"12,000","12,000"
"35","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(조사조정국)","기본경비(경상운영비)","일반지출",0,"75,000","75,000"
"36","2022","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 인건비","위원회 인건비","인건비(기금인건비)","일반지출","12,286,000","13,266,000","13,266,000"
"37","2022","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호강화","개인정보보호 협력체계 구축","주요사업비(기금사업비)","일반지출","1,323,000","1,323,000","1,323,000"
"38","2022","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호강화","개인정보보호정책지원","주요사업비(기금사업비)","일반지출","7,469,000","7,469,000","7,469,000"
"39","2022","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호강화","기술개발ㆍ전문인력 양성","주요사업비(기금사업비)","일반지출","1,400,000","1,400,000","1,600,000"
"40","2022","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호연구","개인정보보호강화기술연구개발(R&D)","주요사업비(기금사업비)","일반지출",0,"3,000,000","3,000,000"
"41","2022","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호위원회 운영","위원회법무지원","주요사업비(기금사업비)","일반지출",0,0,0
"42","2022","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호위원회 운영","위원회운영지원(정보화)","주요사업비(기금사업비)","일반지출","3,373,000","5,820,000","5,820,000"
"43","2022","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보이슈대응","개인정보침해방지","주요사업비(기금사업비)","일반지출","7,381,000","8,078,000","8,078,000"
"44","2022","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보활용지원","개인정보 전송요구권 보장","주요사업비(기금사업비)","일반지출",0,"2,500,000","2,500,000"
"45","2022","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보활용지원","안전한 데이터 활용 지원","주요사업비(기금사업비)","일반지출","1,903,000","4,629,000","4,929,000"
"46","2022","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","경찰병원기본경비","경찰병원기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,629,000","2,706,000","2,706,000"
"47","2022","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","경찰병원인건비","경찰병원인건비","인건비(기금인건비)","일반지출","41,935,000","41,882,000","41,882,000"
"48","2022","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","장례식장운영","장례식장운영","주요사업비(기금사업비)","일반지출","3,872,000","3,890,000","3,890,000"
"49","2022","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","국립경찰병원 건강보험부담금(손익)","주요사업비(기금사업비)","일반지출","1,368,000","1,433,000","1,433,000"
"50","2022","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","전산운영경비(정보화)","주요사업비(기금사업비)","일반지출","3,558,000","2,483,000","2,483,000"
"51","2022","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","진료업무운영관리","주요사업비(기금사업비)","일반지출","21,845,000","22,354,000","22,554,000"
"52","2022","경찰청","경찰병원","자본계정","공공질서및안전","경찰","경찰병원운영","경찰병원기본경비","경찰병원기본경비","기본경비(경상운영비)","일반지출","183,000","183,000","183,000"
"53","2022","경찰청","경찰병원","자본계정","공공질서및안전","경찰","경찰병원운영","자산취득","경찰병원자산취득","주요사업비(기금사업비)","일반지출","2,735,000","3,380,000","3,380,000"
"54","2022","경찰청","국가균형발전특별회계","제주특별자치도계정","공공질서및안전","경찰","경찰행정지원","제주이관인력지원","제주자치경찰인력지원","주요사업비(기금사업비)","일반지출","4,568,000","4,708,000","4,708,000"
"55","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","감사·인권보호활동","감사관감찰활동","주요사업비(기금사업비)","일반지출","1,642,000","1,806,000","1,806,000"
"56","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","감사·인권보호활동","인권·피해자보호활동","주요사업비(기금사업비)","일반지출","2,646,000","3,455,000","3,455,000"
"57","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","경찰복지증진","경찰관서직장보육시설운영(민자)","주요사업비(기금사업비)","일반지출","9,828,000","13,556,000","13,556,000"
"58","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","경찰복지증진","경찰복지증진","주요사업비(기금사업비)","일반지출","54,591,000","68,908,000","68,908,000"
"59","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","경찰복지증진","퇴직경찰관취업지원","주요사업비(기금사업비)","일반지출","1,985,000","1,985,000","2,057,000"
"60","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","대국민치안정책제공","경찰청홈페이지운영(정보화)","주요사업비(기금사업비)","일반지출","204,000","213,000","213,000"
"61","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","대국민치안정책제공","대국민소통강화","주요사업비(기금사업비)","일반지출","1,259,000","1,288,000","1,288,000"
"62","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","감사관기본경비","기본경비(경상운영비)","일반지출","252,000","243,000","243,000"
"63","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","감사관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","53,000","98,000","98,000"
"64","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","강원청기본경비","기본경비(경상운영비)","일반지출","8,685,000","8,473,000","8,473,000"
"65","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","강원청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,903,000","3,285,000","3,285,000"
"66","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기남부청기본경비","기본경비(경상운영비)","일반지출","22,211,000","21,415,000","21,415,000"
"67","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기남부청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","7,328,000","8,991,000","8,991,000"
"68","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기북부청기본경비","기본경비(경상운영비)","일반지출","8,844,000","8,693,000","8,693,000"
"69","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기북부청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,984,000","3,510,000","3,510,000"
"70","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경남청기본경비","기본경비(경상운영비)","일반지출","11,914,000","12,415,000","12,415,000"
"71","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경남청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","4,219,000","4,935,000","4,935,000"
"72","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경무인사기획관기본경비","기본경비(경상운영비)","일반지출","6,906,000","6,772,000","6,772,000"
"73","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경무인사기획관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","97,340,000","98,608,000","98,608,000"
"74","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경북청기본경비","기본경비(경상운영비)","일반지출","13,947,000","13,416,000","13,416,000"
"75","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경북청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","4,323,000","5,007,000","5,007,000"
"76","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경비국기본경비","기본경비(경상운영비)","일반지출","882,000","860,000","860,000"
"77","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경비국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","767,000","648,000","648,000"
"78","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","공공안녕정보국기본경비","기본경비(경상운영비)","일반지출","102,000","100,000","100,000"
"79","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","공공안녕정보국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","42,000","42,000","42,000"
"80","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","과학수사관리관기본경비","기본경비(경상운영비)","일반지출","131,000","129,000","129,000"
"81","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","과학수사관리관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","63,000","78,000","78,000"
"82","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","광주청기본경비","기본경비(경상운영비)","일반지출","5,049,000","4,938,000","4,938,000"
"83","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","광주청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,462,000","1,694,000","1,694,000"
"84","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","교통국기본경비","기본경비(경상운영비)","일반지출","2,122,000","2,087,000","2,087,000"
"85","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","교통국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","31,000","30,000","30,000"
"86","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","기획조정관기본경비","기본경비(경상운영비)","일반지출","3,143,000","2,865,000","2,865,000"
"87","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","기획조정관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","732,000","716,000","716,000"
"88","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대구청기본경비","기본경비(경상운영비)","일반지출","7,561,000","7,242,000","7,242,000"
"89","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대구청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,454,000","2,928,000","2,928,000"
"90","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대변인기본경비","기본경비(경상운영비)","일반지출","292,000","289,000","289,000"
"91","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대변인기본경비(총액인건비)","기본경비(경상운영비)","일반지출","33,000","48,000","48,000"
"92","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대전청기본경비","기본경비(경상운영비)","일반지출","4,738,000","4,758,000","4,758,000"
"93","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대전청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,517,000","1,707,000","1,707,000"
"94","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","부산청기본경비","기본경비(경상운영비)","일반지출","12,060,000","11,575,000","11,575,000"
"95","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","부산청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,904,000","4,677,000","4,677,000"
"96","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","사이버수사국기본경비","기본경비(경상운영비)","일반지출","66,000","65,000","65,000"
"97","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","사이버수사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","65,000","65,000","65,000"
"98","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","생활안전국기본경비","기본경비(경상운영비)","일반지출","501,000","458,000","458,000"
"99","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","생활안전국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","80,000","62,000","62,000"
"100","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","서울청기본경비","기본경비(경상운영비)","일반지출","34,233,000","33,444,000","33,444,000"
"101","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","서울청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","10,394,000","12,252,000","12,252,000"
"102","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","세종청기본경비","기본경비(경상운영비)","일반지출","868,000","1,010,000","1,010,000"
"103","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","세종청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","355,000","473,000","473,000"
"104","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사국기본경비","기본경비(경상운영비)","일반지출",0,"154,000","154,000"
"105","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출",0,"45,000","45,000"
"106","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사기획조정관기본경비","기본경비(경상운영비)","일반지출","308,000","163,000","163,000"
"107","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사기획조정관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","89,000","131,000","131,000"
"108","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","안보수사국기본경비","기본경비(경상운영비)","일반지출","60,000","58,000","58,000"
"109","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","안보수사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","34,000","34,000","34,000"
"110","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","외사국기본경비","기본경비(경상운영비)","일반지출","162,000","156,000","156,000"
"111","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","외사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","33,000","28,000","28,000"
"112","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","울산청기본경비","기본경비(경상운영비)","일반지출","3,888,000","3,869,000","3,869,000"
"113","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","울산청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,283,000","1,531,000","1,531,000"
"114","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","인천청기본경비","기본경비(경상운영비)","일반지출","7,471,000","7,278,000","7,278,000"
"115","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","인천청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,759,000","3,363,000","3,363,000"
"116","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전남청기본경비","기본경비(경상운영비)","일반지출","13,524,000","13,022,000","13,022,000"
"117","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전남청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,511,000","4,133,000","4,133,000"
"118","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전북청기본경비","기본경비(경상운영비)","일반지출","10,191,000","10,050,000","10,050,000"
"119","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전북청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,826,000","3,366,000","3,366,000"
"120","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","정보화장비정책관기본경비","기본경비(경상운영비)","일반지출","165,000","160,000","160,000"
"121","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","정보화장비정책관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","98,000","98,000","98,000"
"122","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","제주청기본경비","기본경비(경상운영비)","일반지출","2,939,000","2,933,000","2,933,000"
"123","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","제주청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,025,000","1,149,000","1,149,000"
"124","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충남청기본경비","기본경비(경상운영비)","일반지출","10,451,000","10,242,000","10,242,000"
"125","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충남청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,770,000","3,133,000","3,133,000"
"126","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충북청기본경비","기본경비(경상운영비)","일반지출","7,105,000","6,839,000","6,839,000"
"127","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충북청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,162,000","2,547,000","2,547,000"
"128","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","치안상황관리관기본경비","기본경비(경상운영비)","일반지출","80,000","112,000","112,000"
"129","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","치안상황관리관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","28,000","36,000","36,000"
"130","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","형사국기본경비","기본경비(경상운영비)","일반지출",0,"99,000","99,000"
"131","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","형사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출",0,"29,000","29,000"
"132","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","경찰청인건비","인건비(기금인건비)","일반지출","581,961,000","601,213,000","601,213,000"
"133","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","방위비인건비","인건비(기금인건비)","일반지출","43,135,000","19,796,000","19,796,000"
"134","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","시도경찰청인건비","인건비(기금인건비)","일반지출","8,349,146,000","8,608,982,000","8,608,982,000"
"135","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰대학기본경비","기본경비(경상운영비)","일반지출","2,194,000","2,134,000","2,134,000"
"136","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰대학기본경비(총액인건비)","기본경비(경상운영비)","일반지출","337,000","383,000","383,000"
"137","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰인재개발원기본경비","기본경비(경상운영비)","일반지출","1,847,000","1,939,000","1,939,000"
"138","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰인재개발원기본경비(총액인건비)","기본경비(경상운영비)","일반지출","235,000","241,000","241,000"
"139","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","수사연수원기본경비","기본경비(경상운영비)","일반지출","442,000","459,000","459,000"
"140","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","수사연수원기본경비(총액인건비)","기본경비(경상운영비)","일반지출","111,000","113,000","113,000"
"141","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","중앙학교기본경비","기본경비(경상운영비)","일반지출","3,405,000","3,404,000","3,404,000"
"142","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","중앙학교기본경비(총액인건비)","기본경비(경상운영비)","일반지출","493,000","482,000","482,000"
"143","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관인건비","경찰대학인건비","인건비(기금인건비)","일반지출","24,685,000","24,475,000","24,475,000"
"144","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관인건비","경찰인재개발원인건비","인건비(기금인건비)","일반지출","11,198,000","10,598,000","10,598,000"
"145","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관인건비","수사연수원인건비","인건비(기금인건비)","일반지출","4,302,000","4,166,000","4,166,000"
