No.,회계년도,회계월,소관,소관명,회계,회계명,수입관,수입관명,수입항,수입항명,예산액(원),예산현액(원),당월수납금액(원),누계수납금액(원)
"16","2022","03","037","경찰청","439","경찰병원","34","세계잉여금","89","세계잉여금이입액","9,524,000,000","9,524,000,000",0,0
"17","2022","03","037","경찰청","439","경찰병원","11","재산수입","51","관유물대여료","48,000,000","48,000,000","2,399,720","2,399,720"
"18","2022","03","037","경찰청","439","경찰병원","11","재산수입","54","기타이자수입및재산수입","1,000,000","1,000,000",0,0
"19","2022","03","037","경찰청","439","경찰병원","13","재화및용역판매수입","62","병원수입","6,238,000,000","6,238,000,000","508,754,380","1,432,167,840"
"20","2022","03","037","경찰청","439","경찰병원","13","재화및용역판매수입","69","잡수입","40,000,000","40,000,000","7,000,000","7,000,000"
"21","2022","03","037","경찰청","439","경찰병원","40","정부내부수입및기타","96","기타","2,000,000","2,000,000",0,0
"22","2022","03","037","경찰청","439","경찰병원","40","정부내부수입및기타","91","전입금","35,937,000,000","35,937,000,000",0,"11,000,000,000"
"23","2022","03","037","경찰청","110","일반회계","12","경상이전수입","58","가산금","27,515,000,000","27,515,000,000","3,111,956,460","6,325,241,870"
"24","2022","03","037","경찰청","110","일반회계","12","경상이전수입","59","기타경상이전수입","10,079,000,000","10,079,000,000","943,221,210","5,513,856,280"
"25","2022","03","037","경찰청","110","일반회계","12","경상이전수입","56","벌금,몰수금및과태료","943,161,000,000","943,161,000,000","90,797,686,850","242,480,700,190"
"26","2022","03","037","경찰청","110","일반회계","12","경상이전수입","57","변상금및위약금","2,214,000,000","2,214,000,000","94,090,370","222,192,590"
"27","2022","03","037","경찰청","110","일반회계","15","관유물매각대","71","고정자산매각대","5,328,000,000","5,328,000,000","507,541,300","979,024,550"
"28","2022","03","037","경찰청","110","일반회계","15","관유물매각대","72","토지및무형자산매각대","1,036,000,000","1,036,000,000",0,0
"29","2022","03","037","경찰청","110","일반회계","11","재산수입","51","관유물대여료","2,753,000,000","2,753,000,000","539,175,580","977,288,300"
"30","2022","03","037","경찰청","110","일반회계","11","재산수입","54","기타이자수입및재산수입","766,000,000","766,000,000","16,795,460","77,615,200"
"31","2022","03","037","경찰청","110","일반회계","13","재화및용역판매수입","65","면허료및수수료","810,000,000","810,000,000","2,669,190","271,545,140"
"32","2022","03","037","경찰청","110","일반회계","13","재화및용역판매수입","66","입학금및수업료","375,000,000","375,000,000",0,0
"33","2022","03","037","경찰청","110","일반회계","13","재화및용역판매수입","69","잡수입","3,033,000,000","3,033,000,000","265,056,750","900,354,730"
"34","2022","03","019","고용노동부","541","고용보험기금","12","경상이전수입","58","가산금","3,871,000,000","3,871,000,000","134,148,880","342,524,930"
"35","2022","03","019","고용노동부","541","고용보험기금","12","경상이전수입","59","기타경상이전수입","221,184,000,000","221,184,000,000","10,641,088,756","35,274,379,447"
"36","2022","03","019","고용노동부","541","고용보험기금","12","경상이전수입","56","벌금,몰수금및과태료",0,0,0,0
"37","2022","03","019","고용노동부","541","고용보험기금","07","사회보장기여금","38","사회보장기여금","15,417,940,000,000","15,417,940,000,000","1,951,242,390,804","3,881,724,432,564"
"38","2022","03","019","고용노동부","541","고용보험기금","20","융자및전대차관원금회수","75","융자원금회수","104,294,000,000","104,294,000,000","7,782,261,610","18,411,658,930"
"39","2022","03","019","고용노동부","541","고용보험기금","11","재산수입","51","관유물대여료","147,000,000","147,000,000","3,645,650","3,645,650"
"40","2022","03","019","고용노동부","541","고용보험기금","11","재산수입","54","기타이자수입및재산수입","311,103,000,000","311,103,000,000","11,036,632,360","21,454,085,430"
"41","2022","03","019","고용노동부","541","고용보험기금","13","재화및용역판매수입","69","잡수입","90,000,000","90,000,000","681,100","29,939,890"
"42","2022","03","019","고용노동부","541","고용보험기금","40","정부내부수입및기타","94","예수금","1,300,000,000,000","1,300,000,000,000",0,"1,300,000,000,000"
"43","2022","03","019","고용노동부","541","고용보험기금","40","정부내부수입및기타","91","전입금","1,300,000,000,000","1,300,000,000,000","610,000,000,000","1,300,000,000,000"
"44","2022","03","019","고용노동부","541","고용보험기금","31","차입금및여유자금회수","85","정부예금회수","4,046,222,000,000","4,046,222,000,000",0,0
"45","2022","03","019","고용노동부","558","근로복지진흥기금","12","경상이전수입","59","기타경상이전수입","8,081,000,000","8,081,000,000","702,259,823","1,917,076,135"
"46","2022","03","019","고용노동부","558","근로복지진흥기금","15","관유물매각대","71","고정자산매각대",0,0,0,0
"47","2022","03","019","고용노동부","558","근로복지진흥기금","15","관유물매각대","72","토지및무형자산매각대",0,0,0,0
"48","2022","03","019","고용노동부","558","근로복지진흥기금","20","융자및전대차관원금회수","75","융자원금회수","134,400,000,000","134,400,000,000","11,450,746,320","33,706,546,650"
"49","2022","03","019","고용노동부","558","근로복지진흥기금","11","재산수입","54","기타이자수입및재산수입","4,471,000,000","4,471,000,000","380,484,262","2,518,499,376"
"50","2022","03","019","고용노동부","558","근로복지진흥기금","13","재화및용역판매수입","65","면허료및수수료","5,673,000,000","5,673,000,000","635,860,523","2,357,922,924"
"51","2022","03","019","고용노동부","558","근로복지진흥기금","13","재화및용역판매수입","69","잡수입","3,476,000,000","3,476,000,000","240,682,793","767,796,951"
"52","2022","03","019","고용노동부","558","근로복지진흥기금","40","정부내부수입및기타","92","예탁원금회수",0,0,0,0
"53","2022","03","019","고용노동부","558","근로복지진흥기금","40","정부내부수입및기타","95","예탁이자수입",0,0,0,0
"54","2022","03","019","고용노동부","558","근로복지진흥기금","40","정부내부수입및기타","91","전입금","178,535,000,000","178,535,000,000","52,000,000,000","75,000,000,000"
"55","2022","03","019","고용노동부","558","근로복지진흥기금","31","차입금및여유자금회수","85","정부예금회수","98,790,000,000","98,790,000,000","151,724,215,978","434,923,295,074"
"56","2022","03","019","고용노동부","523","산업재해보상보험및예방기금","12","경상이전수입","58","가산금","6,051,000,000","6,051,000,000","271,369,180","689,365,500"
"57","2022","03","019","고용노동부","523","산업재해보상보험및예방기금","12","경상이전수입","59","기타경상이전수입","104,329,000,000","104,329,000,000","8,448,296,781","23,149,700,657"
"58","2022","03","019","고용노동부","523","산업재해보상보험및예방기금","12","경상이전수입","56","벌금,몰수금및과태료","23,000,000","23,000,000",0,0
"59","2022","03","019","고용노동부","523","산업재해보상보험및예방기금","07","사회보장기여금","38","사회보장기여금","8,319,828,000,000","8,319,828,000,000","1,884,013,772,989","2,754,513,691,012"
"60","2022","03","019","고용노동부","523","산업재해보상보험및예방기금","20","융자및전대차관원금회수","75","융자원금회수","182,120,000,000","182,120,000,000","25,530,866,940","37,222,937,650"
"61","2022","03","019","고용노동부","523","산업재해보상보험및예방기금","11","재산수입","51","관유물대여료","712,000,000","712,000,000",0,0
"62","2022","03","019","고용노동부","523","산업재해보상보험및예방기금","11","재산수입","54","기타이자수입및재산수입","430,447,000,000","430,447,000,000","58,462,501,890","133,682,663,000"
"63","2022","03","019","고용노동부","523","산업재해보상보험및예방기금","13","재화및용역판매수입","69","잡수입","12,316,000,000","12,316,000,000","13,620","81,070"
"64","2022","03","019","고용노동부","523","산업재해보상보험및예방기금","40","정부내부수입및기타","92","예탁원금회수","2,893,100,000,000","2,893,100,000,000",0,"323,100,000,000"
"65","2022","03","019","고용노동부","523","산업재해보상보험및예방기금","40","정부내부수입및기타","95","예탁이자수입","80,665,000,000","80,665,000,000","13,524,052,040","14,748,556,770"
"66","2022","03","019","고용노동부","523","산업재해보상보험및예방기금","40","정부내부수입및기타","91","전입금","18,300,000,000","18,300,000,000","5,400,000,000","18,300,000,000"
"67","2022","03","019","고용노동부","523","산업재해보상보험및예방기금","31","차입금및여유자금회수","85","정부예금회수","6,097,112,000,000","6,097,112,000,000",0,0
"68","2022","03","019","고용노동부","216","에너지및자원사업특별회계","12","경상이전수입","59","기타경상이전수입",0,0,"4,260,000","31,362,930"
"69","2022","03","019","고용노동부","110","일반회계","12","경상이전수입","58","가산금","264,000,000","264,000,000","17,751,140","45,445,210"
"70","2022","03","019","고용노동부","110","일반회계","12","경상이전수입","59","기타경상이전수입","87,000,000,000","87,000,000,000","108,274,962,080","228,360,354,190"
"71","2022","03","019","고용노동부","110","일반회계","12","경상이전수입","56","벌금,몰수금및과태료","42,998,000,000","42,998,000,000","3,670,009,040","12,296,526,080"
"72","2022","03","019","고용노동부","110","일반회계","12","경상이전수입","57","변상금및위약금","10,000,000","10,000,000",0,0
"73","2022","03","019","고용노동부","110","일반회계","11","재산수입","51","관유물대여료",0,0,0,0
"74","2022","03","019","고용노동부","110","일반회계","11","재산수입","54","기타이자수입및재산수입","776,000,000","776,000,000","311,216,410","1,077,387,840"
"75","2022","03","019","고용노동부","110","일반회계","13","재화및용역판매수입","65","면허료및수수료","8,000,000","8,000,000",0,"11,201,460"
"76","2022","03","019","고용노동부","110","일반회계","13","재화및용역판매수입","69","잡수입","5,000,000","5,000,000","3,150","3,150"
"77","2022","03","019","고용노동부","547","임금채권보장기금","12","경상이전수입","58","가산금","153,000,000","153,000,000","4,636,600","11,777,740"
"78","2022","03","019","고용노동부","547","임금채권보장기금","12","경상이전수입","59","기타경상이전수입","549,649,000,000","549,649,000,000","67,242,582,038","138,426,845,991"
"79","2022","03","019","고용노동부","547","임금채권보장기금","20","융자및전대차관원금회수","75","융자원금회수","8,071,000,000","8,071,000,000","2,497,065,970","3,427,352,850"
"80","2022","03","019","고용노동부","547","임금채권보장기금","11","재산수입","54","기타이자수입및재산수입","23,025,000,000","23,025,000,000","1,550,007,560","4,377,271,180"
"81","2022","03","019","고용노동부","547","임금채권보장기금","40","정부내부수입및기타","92","예탁원금회수","100,000,000,000","100,000,000,000","50,000,000,000","50,000,000,000"
"82","2022","03","019","고용노동부","547","임금채권보장기금","40","정부내부수입및기타","95","예탁이자수입","1,826,000,000","1,826,000,000","155,287,670","155,287,670"
"83","2022","03","019","고용노동부","547","임금채권보장기금","31","차입금및여유자금회수","85","정부예금회수","281,904,000,000","281,904,000,000",0,0
"84","2022","03","019","고용노동부","535","장애인고용촉진및직업재활기금","12","경상이전수입","58","가산금","903,000,000","903,000,000","4,745,210","452,138,680"
"85","2022","03","019","고용노동부","535","장애인고용촉진및직업재활기금","12","경상이전수입","59","기타경상이전수입","765,900,000,000","765,900,000,000","-207,034,470","695,544,626,290"
"86","2022","03","019","고용노동부","535","장애인고용촉진및직업재활기금","20","융자및전대차관원금회수","75","융자원금회수","1,121,000,000","1,121,000,000","765,070,000","955,070,000"
"87","2022","03","019","고용노동부","535","장애인고용촉진및직업재활기금","11","재산수입","54","기타이자수입및재산수입","15,479,000,000","15,479,000,000","839,688,760","1,013,932,520"
"88","2022","03","019","고용노동부","535","장애인고용촉진및직업재활기금","40","정부내부수입및기타","92","예탁원금회수","550,000,000,000","550,000,000,000",0,"500,000,000,000"
"89","2022","03","019","고용노동부","535","장애인고용촉진및직업재활기금","40","정부내부수입및기타","95","예탁이자수입","9,331,000,000","9,331,000,000","285,465,750","1,466,260,260"
"90","2022","03","019","고용노동부","535","장애인고용촉진및직업재활기금","31","차입금및여유자금회수","85","정부예금회수","533,142,000,000","533,142,000,000",0,0
"91","2022","03","019","고용노동부","236","지역균형발전특별회계","12","경상이전수입","59","기타경상이전수입","10,000,000,000","10,000,000,000","91,962,260","4,398,193,410"
"92","2022","03","019","고용노동부","236","지역균형발전특별회계","11","재산수입","54","기타이자수입및재산수입",0,0,"832,400","46,075,810"
"93","2022","03","040","공정거래위원회","110","일반회계","12","경상이전수입","58","가산금","391,000,000","391,000,000","4,012,870","34,980,230"
"94","2022","03","040","공정거래위원회","110","일반회계","12","경상이전수입","59","기타경상이전수입","1,245,000,000","1,245,000,000","32,555,560","277,336,120"
"95","2022","03","040","공정거래위원회","110","일반회계","12","경상이전수입","56","벌금,몰수금및과태료","389,794,000,000","389,794,000,000","235,311,640,460","284,241,443,710"
"96","2022","03","040","공정거래위원회","110","일반회계","12","경상이전수입","57","변상금및위약금","1,000,000","1,000,000",0,0
"97","2022","03","040","공정거래위원회","110","일반회계","11","재산수입","54","기타이자수입및재산수입","2,000,000","2,000,000",0,700
"98","2022","03","040","공정거래위원회","110","일반회계","13","재화및용역판매수입","69","잡수입",0,0,0,"196,060"
"99","2022","03","162","과학기술정보통신부","538","과학기술진흥기금","12","경상이전수입","59","기타경상이전수입","7,305,000,000","7,305,000,000","138,419,660","343,313,570"
"100","2022","03","162","과학기술정보통신부","538","과학기술진흥기금","20","융자및전대차관원금회수","75","융자원금회수","1,500,000,000","1,500,000,000","375,000,000","375,000,000"
"101","2022","03","162","과학기술정보통신부","538","과학기술진흥기금","11","재산수입","54","기타이자수입및재산수입","349,000,000","349,000,000","22,689,980","60,630,760"
"102","2022","03","162","과학기술정보통신부","538","과학기술진흥기금","11","재산수입","52","정부출자수입","761,000,000","761,000,000",0,0
"103","2022","03","162","과학기술정보통신부","538","과학기술진흥기금","40","정부내부수입및기타","91","전입금","130,527,000,000","130,527,000,000","7,159,700,000","47,001,000,000"
"104","2022","03","162","과학기술정보통신부","538","과학기술진흥기금","31","차입금및여유자금회수","85","정부예금회수","49,902,000,000","49,902,000,000",0,0
"105","2022","03","162","과학기술정보통신부","443","국립과천과학관","12","경상이전수입","58","가산금",0,0,0,"54,710"
"106","2022","03","162","과학기술정보통신부","443","국립과천과학관","12","경상이전수입","59","기타경상이전수입",0,0,0,0
"107","2022","03","162","과학기술정보통신부","443","국립과천과학관","10","기업특별회계영업수입","49","책임운영기관사업수입","4,066,000,000","4,066,000,000","194,142,500","518,448,310"
"108","2022","03","162","과학기술정보통신부","443","국립과천과학관","34","세계잉여금","89","세계잉여금이입액","503,000,000","503,000,000",0,0
"109","2022","03","162","과학기술정보통신부","443","국립과천과학관","11","재산수입","51","관유물대여료","759,000,000","759,000,000","21,331,120","103,404,990"
"110","2022","03","162","과학기술정보통신부","443","국립과천과학관","11","재산수입","54","기타이자수입및재산수입","1,000,000","1,000,000",0,0
"111","2022","03","162","과학기술정보통신부","443","국립과천과학관","13","재화및용역판매수입","69","잡수입","81,000,000","81,000,000","2,632,030","33,211,580"
"112","2022","03","162","과학기술정보통신부","443","국립과천과학관","33","전년도이월금","88","전년도이월금",0,0,0,0
"113","2022","03","162","과학기술정보통신부","443","국립과천과학관","40","정부내부수입및기타","96","기타","1,501,000,000","1,501,000,000",0,0
"114","2022","03","162","과학기술정보통신부","443","국립과천과학관","40","정부내부수입및기타","91","전입금","29,539,000,000","29,539,000,000",0,"11,819,600,000"
"115","2022","03","162","과학기술정보통신부","412","국립중앙과학관","12","경상이전수입","59","기타경상이전수입",0,0,"19,300","19,300"
"116","2022","03","162","과학기술정보통신부","412","국립중앙과학관","12","경상이전수입","57","변상금및위약금",0,0,0,0
"117","2022","03","162","과학기술정보통신부","412","국립중앙과학관","15","관유물매각대","71","고정자산매각대","2,000,000","2,000,000",0,0
"118","2022","03","162","과학기술정보통신부","412","국립중앙과학관","10","기업특별회계영업수입","49","책임운영기관사업수입","1,574,000,000","1,574,000,000","57,430,390","140,457,020"
"119","2022","03","162","과학기술정보통신부","412","국립중앙과학관","34","세계잉여금","89","세계잉여금이입액","4,275,000,000","4,275,000,000",0,0
"120","2022","03","162","과학기술정보통신부","412","국립중앙과학관","11","재산수입","51","관유물대여료","155,000,000","155,000,000","13,842,400","26,004,210"
"121","2022","03","162","과학기술정보통신부","412","국립중앙과학관","11","재산수입","54","기타이자수입및재산수입",0,0,0,"65,590"
"122","2022","03","162","과학기술정보통신부","412","국립중앙과학관","13","재화및용역판매수입","69","잡수입","58,000,000","58,000,000","1,720","6,394,650"
"123","2022","03","162","과학기술정보통신부","412","국립중앙과학관","40","정부내부수입및기타","96","기타","1,132,000,000","1,132,000,000",0,0
"124","2022","03","162","과학기술정보통신부","412","국립중앙과학관","40","정부내부수입및기타","91","전입금","28,077,000,000","28,077,000,000",0,"11,234,800,000"
"125","2022","03","162","과학기술정보통신부","564","방송통신발전기금","12","경상이전수입","58","가산금",0,0,0,0
"126","2022","03","162","과학기술정보통신부","564","방송통신발전기금","12","경상이전수입","59","기타경상이전수입","682,264,000,000","682,264,000,000","449,643,733,360","449,643,871,750"
"127","2022","03","162","과학기술정보통신부","564","방송통신발전기금","12","경상이전수입","56","벌금,몰수금및과태료",0,0,"11,217,200","11,217,200"
"128","2022","03","162","과학기술정보통신부","564","방송통신발전기금","11","재산수입","54","기타이자수입및재산수입","1,200,000,000","1,200,000,000","819,596,339","1,377,458,402"
"129","2022","03","162","과학기술정보통신부","564","방송통신발전기금","40","정부내부수입및기타","94","예수금","509,164,000,000","509,164,000,000",0,"80,000,000,000"
"130","2022","03","162","과학기술정보통신부","564","방송통신발전기금","31","차입금및여유자금회수","85","정부예금회수","180,523,000,000","180,523,000,000",0,0
"131","2022","03","162","과학기술정보통신부","238","소재부품장비경쟁력강화특별회계","12","경상이전수입","59","기타경상이전수입",0,0,"1,049,067,210","1,049,067,210"
"132","2022","03","162","과학기술정보통신부","238","소재부품장비경쟁력강화특별회계","11","재산수입","54","기타이자수입및재산수입",0,0,"24,773,920","24,773,920"
"133","2022","03","162","과학기술정보통신부","222","우체국보험특별회계","12","경상이전수입","59","기타경상이전수입","400,000,000","400,000,000","5,733,980","11,458,510"
"134","2022","03","162","과학기술정보통신부","222","우체국보험특별회계","12","경상이전수입","57","변상금및위약금","10,000,000","10,000,000",0,"21,900"
"135","2022","03","162","과학기술정보통신부","222","우체국보험특별회계","13","재화및용역판매수입","69","잡수입","1,028,001,000,000","1,028,001,000,000","127,844,725,180","332,805,217,030"
"136","2022","03","162","과학기술정보통신부","222","우체국보험특별회계","40","정부내부수입및기타","95","예탁이자수입",0,0,0,0
"137","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","12","경상이전수입","59","기타경상이전수입","700,000,000","700,000,000","168,909,430","193,087,860"
"138","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","12","경상이전수입","57","변상금및위약금","10,000,000","10,000,000",0,860
"139","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","15","관유물매각대","71","고정자산매각대","50,000,000","50,000,000",0,0
"140","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","15","관유물매각대","73","재고자산매각대및유동자산","23,000,000","23,000,000",0,0
"141","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","15","관유물매각대","72","토지및무형자산매각대",0,0,0,0
"142","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","10","기업특별회계영업수입","43","우정사업수입","2,211,763,000,000","2,211,763,000,000","159,911,695,910","424,370,620,090"
"143","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","34","세계잉여금","89","세계잉여금이입액","1,152,427,000,000","1,152,427,000,000",0,0
"144","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","11","재산수입","51","관유물대여료",0,0,0,0
"145","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","11","재산수입","54","기타이자수입및재산수입","10,000,000","10,000,000",0,30
"146","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","13","재화및용역판매수입","69","잡수입","200,000,000","200,000,000","3,000","300,860"
"147","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","40","정부내부수입및기타","96","기타",0,0,0,0
"148","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","40","정부내부수입및기타","92","예탁원금회수","700,000,000,000","700,000,000,000",0,0
"149","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","40","정부내부수입및기타","95","예탁이자수입","66,287,000,000","66,287,000,000","12,150,935,700","12,150,935,700"
"150","2022","03","162","과학기술정보통신부","315","우체국예금특별회계","40","정부내부수입및기타","91","전입금","81,206,000,000","81,206,000,000","7,600,000,000","38,939,000,000"
"151","2022","03","162","과학기술정보통신부","314","우편사업특별회계","12","경상이전수입","59","기타경상이전수입","3,240,000,000","3,240,000,000","163,842,470","495,261,270"
"152","2022","03","162","과학기술정보통신부","314","우편사업특별회계","12","경상이전수입","57","변상금및위약금","494,000,000","494,000,000","2,754,360","10,814,740"
"153","2022","03","162","과학기술정보통신부","314","우편사업특별회계","15","관유물매각대","71","고정자산매각대","2,760,000,000","2,760,000,000","779,724,360","1,096,965,060"
"154","2022","03","162","과학기술정보통신부","314","우편사업특별회계","15","관유물매각대","73","재고자산매각대및유동자산","302,000,000","302,000,000","40,158,530","44,364,580"
"155","2022","03","162","과학기술정보통신부","314","우편사업특별회계","15","관유물매각대","72","토지및무형자산매각대","19,677,000,000","19,677,000,000","814,971,230","3,531,307,530"
"156","2022","03","162","과학기술정보통신부","314","우편사업특별회계","10","기업특별회계영업수입","43","우정사업수입","3,130,586,000,000","3,130,586,000,000","280,727,914,420","704,021,801,720"
"157","2022","03","162","과학기술정보통신부","314","우편사업특별회계","34","세계잉여금","89","세계잉여금이입액","58,000,000,000","58,000,000,000",0,0
"158","2022","03","162","과학기술정보통신부","314","우편사업특별회계","11","재산수입","51","관유물대여료","49,885,000,000","49,885,000,000","2,183,075,150","12,717,659,830"
"159","2022","03","162","과학기술정보통신부","314","우편사업특별회계","11","재산수입","54","기타이자수입및재산수입","5,024,000,000","5,024,000,000","99,268,080","313,932,350"
"160","2022","03","162","과학기술정보통신부","314","우편사업특별회계","13","재화및용역판매수입","69","잡수입","1,635,000,000","1,635,000,000","66,631,640","170,867,240"
"161","2022","03","162","과학기술정보통신부","314","우편사업특별회계","40","정부내부수입및기타","96","기타","105,726,000,000","105,726,000,000",0,0
"162","2022","03","162","과학기술정보통신부","314","우편사업특별회계","40","정부내부수입및기타","92","예탁원금회수","40,000,000,000","40,000,000,000",0,0
"163","2022","03","162","과학기술정보통신부","314","우편사업특별회계","40","정부내부수입및기타","95","예탁이자수입","9,894,000,000","9,894,000,000","768,427,380","768,427,380"
"164","2022","03","162","과학기술정보통신부","314","우편사업특별회계","40","정부내부수입및기타","91","전입금","1,217,645,000,000","1,217,645,000,000","84,000,000,000","334,900,000,000"
"165","2022","03","162","과학기술정보통신부","546","원자력기금","12","경상이전수입","58","가산금","3,000,000","3,000,000","34,210","132,070"
"166","2022","03","162","과학기술정보통신부","546","원자력기금","12","경상이전수입","59","기타경상이전수입","331,130,000,000","331,130,000,000","56,092,778,000","80,591,416,910"
"167","2022","03","162","과학기술정보통신부","546","원자력기금","12","경상이전수입","56","벌금,몰수금및과태료","3,484,000,000","3,484,000,000","31,901,100,000","31,945,900,000"
"168","2022","03","162","과학기술정보통신부","546","원자력기금","11","재산수입","54","기타이자수입및재산수입","1,524,000,000","1,524,000,000","92,933,131","375,887,446"
"169","2022","03","162","과학기술정보통신부","546","원자력기금","31","차입금및여유자금회수","85","정부예금회수","163,239,000,000","163,239,000,000",0,0
"170","2022","03","162","과학기술정보통신부","110","일반회계","12","경상이전수입","58","가산금",0,0,"50,000","268,150"
"171","2022","03","162","과학기술정보통신부","110","일반회계","12","경상이전수입","59","기타경상이전수입","63,516,000,000","63,516,000,000","10,758,383,840","29,231,978,030"
"172","2022","03","162","과학기술정보통신부","110","일반회계","12","경상이전수입","56","벌금,몰수금및과태료","1,496,000,000","1,496,000,000","167,510,000","1,121,643,380"
"173","2022","03","162","과학기술정보통신부","110","일반회계","12","경상이전수입","57","변상금및위약금",0,0,"60,510","181,530"
"174","2022","03","162","과학기술정보통신부","110","일반회계","11","재산수입","51","관유물대여료","117,000,000","117,000,000","1,145,960","14,461,490"
"175","2022","03","162","과학기술정보통신부","110","일반회계","11","재산수입","54","기타이자수입및재산수입","4,620,000,000","4,620,000,000","433,057,870","1,018,978,700"
"176","2022","03","162","과학기술정보통신부","110","일반회계","13","재화및용역판매수입","65","면허료및수수료","256,900,000,000","256,900,000,000","1,508,410,600","61,464,709,650"
"177","2022","03","162","과학기술정보통신부","110","일반회계","13","재화및용역판매수입","69","잡수입","28,000,000","28,000,000","4,369,960","6,715,230"
"178","2022","03","162","과학기술정보통신부","543","정보통신진흥기금","12","경상이전수입","59","기타경상이전수입","600,943,000,000","600,943,000,000","538,619,340,000","540,111,037,050"
"179","2022","03","162","과학기술정보통신부","543","정보통신진흥기금","12","경상이전수입","56","벌금,몰수금및과태료",0,0,"38,629,680","45,768,840"
"180","2022","03","162","과학기술정보통신부","543","정보통신진흥기금","12","경상이전수입","57","변상금및위약금",0,0,"27,869,120","27,869,120"
"181","2022","03","162","과학기술정보통신부","543","정보통신진흥기금","20","융자및전대차관원금회수","75","융자원금회수","41,251,000,000","41,251,000,000","7,338,241,000","10,067,663,620"
"182","2022","03","162","과학기술정보통신부","543","정보통신진흥기금","11","재산수입","54","기타이자수입및재산수입","1,794,000,000","1,794,000,000","1,052,566,659","1,923,789,742"
"183","2022","03","162","과학기술정보통신부","543","정보통신진흥기금","40","정부내부수입및기타","94","예수금","889,200,000,000","889,200,000,000","75,000,000,000","75,000,000,000"
"184","2022","03","162","과학기술정보통신부","543","정보통신진흥기금","40","정부내부수입및기타","91","전입금","195,800,000,000","195,800,000,000",0,"195,800,000,000"
"185","2022","03","162","과학기술정보통신부","543","정보통신진흥기금","31","차입금및여유자금회수","85","정부예금회수","206,044,000,000","206,044,000,000",0,0
"186","2022","03","162","과학기술정보통신부","236","지역균형발전특별회계","12","경상이전수입","59","기타경상이전수입","8,854,000,000","8,854,000,000","1,103,831,530","1,627,610,630"
"187","2022","03","162","과학기술정보통신부","236","지역균형발전특별회계","11","재산수입","54","기타이자수입및재산수입","425,000,000","425,000,000","379,580","5,998,730"
"188","2022","03","027","관세청","110","일반회계","12","경상이전수입","58","가산금","1,000,000,000","1,000,000,000","693,122,690","756,922,820"
"189","2022","03","027","관세청","110","일반회계","12","경상이전수입","59","기타경상이전수입","430,000,000","430,000,000","32,768,660","58,931,030"
