No.,회계년도,소관명,회계명,계정명,분야명,부문명,프로그램명,단위사업명,세부사업명,경비구분,지출구분,정부안금액(달러),국회확정금액(달러)
"1","2022","5·18민주화운동 진상규명조사위원회","일반회계","","일반·지방행정","일반행정","518 진상규명조사위원회 운영","518 진상규명 지원","518 진상규명지원","주요사업비(기금사업비)","일반지출","9,388","9,388"
"2","2022","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","기관운영","기본경비","기관운영 기본경비(비총액)","기본경비(경상운영비)","일반지출","8,220","8,220"
"3","2022","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","세월호참사 진상규명","세월호참사 진상규명 조사","주요사업비(기금사업비)","일반지출","24,056","24,056"
"4","2022","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","감사연구활동경비","감사연구활동경비","주요사업비(기금사업비)","일반지출","25,046","25,046"
"5","2022","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","감사활동경비","감사활동경비","주요사업비(기금사업비)","일반지출","233,517","233,517"
"6","2022","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","감사활동경비","적극행정 지원","주요사업비(기금사업비)","일반지출","38,254","38,254"
"7","2022","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","국제교류협력강화","국제교류협력강화","주요사업비(기금사업비)","일반지출","292,773","286,842"
"8","2022","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","기본경비","기본경비","기본경비(경상운영비)","일반지출","12,602","12,602"
"9","2022","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","인건비","인건비","인건비(기금인건비)","일반지출","73,795","73,795"
"10","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경무인사기획관기본경비","기본경비(경상운영비)","일반지출","16,641","16,641"
"11","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","과학수사관리관기본경비","기본경비(경상운영비)","일반지출","2,251","2,251"
"12","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대변인기본경비","기본경비(경상운영비)","일반지출","2,511","2,511"
"13","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전북청기본경비","기본경비(경상운영비)","일반지출",390,390
"14","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","정보화장비정책관기본경비","기본경비(경상운영비)","일반지출","4,581","4,581"
"15","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","경찰청인건비","인건비(기금인건비)","일반지출","855,445","855,445"
"16","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰대학기본경비","기본경비(경상운영비)","일반지출","14,876","14,876"
"17","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰인재개발원기본경비","기본경비(경상운영비)","일반지출",905,905
"18","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","중앙학교기본경비","기본경비(경상운영비)","일반지출","2,355","2,355"
"19","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관인건비","중앙학교인건비","인건비(기금인건비)","일반지출","27,720","27,720"
"20","2022","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","치안행정업무지원","기획정보활동","주요사업비(기금사업비)","일반지출","12,384","12,384"
"21","2022","경찰청","일반회계","","공공질서및안전","경찰","교통안전·소통확보","교통사고예방","교통안전활동","주요사업비(기금사업비)","일반지출","70,238","70,238"
"22","2022","경찰청","일반회계","","공공질서및안전","경찰","국가안보확보","국제교류협력활동","해외치안협력강화","주요사업비(기금사업비)","일반지출","739,918","739,918"
"23","2022","경찰청","일반회계","","공공질서및안전","경찰","국가안보확보","대테러상황관리","대테러상황관리","주요사업비(기금사업비)","일반지출","43,320","43,320"
"24","2022","경찰청","일반회계","","공공질서및안전","경찰","범죄수사활동","수사지원 및 수사역량강화","과학수사역량강화","주요사업비(기금사업비)","일반지출","8,340","8,340"
"25","2022","경찰청","일반회계","","공공질서및안전","경찰","범죄수사활동","수사지원 및 수사역량강화","사이버수사역량강화","주요사업비(기금사업비)","일반지출","235,000","235,000"
"26","2022","경찰청","일반회계","","공공질서및안전","경찰","범죄수사활동","수사지원 및 수사역량강화","수사지원","주요사업비(기금사업비)","일반지출","85,500","85,500"
"27","2022","경찰청","일반회계","","공공질서및안전","경찰","범죄수사활동","수사지원 및 수사역량강화","안보수사역량강화","주요사업비(기금사업비)","일반지출","20,631","20,631"
"28","2022","경찰청","일반회계","","공공질서및안전","경찰","범죄예방및사회적약자보호","범죄예방및대응역량강화","범죄예방및생활질서유지","주요사업비(기금사업비)","일반지출","4,100","4,100"
"29","2022","경찰청","일반회계","","공공질서및안전","경찰","전문경찰양성","경찰대학운영","경찰대학운영","주요사업비(기금사업비)","일반지출","98,089","98,089"
"30","2022","경찰청","일반회계","","공공질서및안전","경찰","전문경찰양성","경찰인재개발","경찰인재개발","주요사업비(기금사업비)","일반지출","9,748","9,748"
"31","2022","경찰청","일반회계","","공공질서및안전","경찰","치안상황대응강화","치안상황관리","범죄대응및재난안전관리","주요사업비(기금사업비)","일반지출","104,506","104,506"
"32","2022","경찰청","일반회계","","공공질서및안전","경찰","치안인프라구축","경찰장비현대화","장비관리유지","주요사업비(기금사업비)","일반지출","1,700","1,700"
"33","2022","경찰청","일반회계","","공공질서및안전","경찰","치안인프라구축","헬기운용 및 현대화","헬기운용 및 현대화","주요사업비(기금사업비)","일반지출","1,814,479","1,814,479"
"34","2022","고용노동부","고용보험기금","","사회복지","고용","고용노동행정지원","기금운영비","고용보험운영 기타경비","기본경비(경상운영비)","일반지출","65,186","65,186"
"35","2022","고용노동부","고용보험기금","","사회복지","고용","고용노동행정지원","기금운영비","직업능력개발사업운영","기본경비(경상운영비)","일반지출","8,174","8,174"
"36","2022","고용노동부","국가균형발전특별회계","지역지원계정","사회복지","고용","고용창출","지역고용촉진지원","지역산업맞춤형일자리창출지원","주요사업비(기금사업비)","일반지출","15,834","15,834"
"37","2022","고용노동부","근로복지진흥기금","중소복지계정","사회복지","노동","고용노동행정지원","근로복지기금운영비","기금관리비(기타경비)","기본경비(경상운영비)","일반지출","3,628","3,628"
"38","2022","고용노동부","산업재해보상보험및예방기금","","사회복지","노동","고용노동행정지원","산재보험및예방기금운영비","산재보험운영 기타경비","기본경비(경상운영비)","일반지출","7,776","7,776"
"39","2022","고용노동부","산업재해보상보험및예방기금","","사회복지","노동","고용노동행정지원","산재보험및예방기금운영비","산재예방운영 기타경비","기본경비(경상운영비)","일반지출","23,373","23,373"
"40","2022","고용노동부","일반회계","","사회복지","고용","고용창출","사회적기업육성","사회적기업 육성","주요사업비(기금사업비)","일반지출","14,626","14,626"
"41","2022","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","경제사회노동위원회운영","경제사회노동위원회운영","주요사업비(기금사업비)","일반지출","9,136","9,136"
"42","2022","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","고용노동행정정보화","고용노동행정(정보화)","주요사업비(기금사업비)","일반지출","3,528","3,528"
"43","2022","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(고용정책실,비총액)","기본경비(경상운영비)","일반지출","5,124","5,124"
"44","2022","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(노동정책실,비총액)","기본경비(경상운영비)","일반지출","2,740","2,740"
"45","2022","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(본부기관운영,비총액)","기본경비(경상운영비)","일반지출","120,429","120,429"
"46","2022","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(직업능력정책국, 비총액)","기본경비(경상운영비)","일반지출","1,023","1,023"
"47","2022","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","본부기본경비","기본경비(통합고용정책국, 비총액)","기본경비(경상운영비)","일반지출","3,687","3,687"
"48","2022","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","소속기관기본경비","노동위원회기본경비(비총액)","기본경비(경상운영비)","일반지출","2,362","2,362"
"49","2022","고용노동부","일반회계","","사회복지","고용노동일반","고용노동행정지원","소속기관기본경비","최저임금위원회기본경비(비총액)","기본경비(경상운영비)","일반지출","5,367","5,367"
"50","2022","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","국제고용노동협력","ILO분담금(ODA)","주요사업비(기금사업비)","일반지출","10,697,000","10,697,000"
"51","2022","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","국제고용노동협력","고용노동국제협력및통상협상대응","주요사업비(기금사업비)","일반지출","135,577","135,577"
"52","2022","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","외국인력관리지원","외국인근로자고용관리","주요사업비(기금사업비)","일반지출","22,920","22,920"
"53","2022","고용노동부","일반회계","","사회복지","노동","근로조건보호및복지증진","퇴직급여정착지원제도","퇴직급여제도정착지원","주요사업비(기금사업비)","일반지출","4,260","4,260"
"54","2022","고용노동부","임금채권보장기금","","사회복지","노동","고용노동행정지원","임금채권보장기금운영비","사업운영비(제도운영기타경비)","기본경비(경상운영비)","일반지출","4,068","4,068"
"55","2022","고위공직자범죄수사처","일반회계","","공공질서및안전","법무및검찰","공수처 활동","수사지원 및 수사일반","수사지원 및 수사일반","주요사업비(기금사업비)","일반지출","18,968","18,968"
"56","2022","고위공직자범죄수사처","일반회계","","공공질서및안전","법무및검찰","행정지원","기본경비","공수처 운영 기본경비(비총액)","기본경비(경상운영비)","일반지출","8,864","8,864"
"57","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","독과점시장 환경개선","독과점시장 감시체계 운영","주요사업비(기금사업비)","일반지출","4,907","4,907"
"58","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","선진 경쟁정책 추진","개도국기술 지원(ODA)","주요사업비(기금사업비)","일반지출","32,322","32,322"
"59","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","선진 경쟁정책 추진","대외활동 강화","주요사업비(기금사업비)","일반지출","3,000","3,000"
"60","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","시장구조개선","규제개선 및 경제분석","주요사업비(기금사업비)","일반지출","25,692","25,692"
"61","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","경쟁촉진","카르텔대응강화","카르텔환경개선","주요사업비(기금사업비)","일반지출","8,859","8,859"
"62","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","경쟁정책국 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","59,848","59,848"
"63","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","기관운영 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","65,416","65,416"
"64","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","기업집단국 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","2,691","2,691"
"65","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","기획조정관실 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","8,561","8,561"
"66","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","소비자정책국 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","9,210","9,210"
"67","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","시장감시국 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","1,623","1,623"
"68","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","기본경비","시장구조개선정책관실 비총액인건비성 기본경비","기본경비(경상운영비)","일반지출","2,166","2,166"
"69","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","공정거래 행정지원","인건비","총액인건비성 인건비","인건비(기금인건비)","일반지출","66,239","66,239"
"70","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","소비자후생 증진","선진 소비자정책 추진","선진소비자 정책 추진","주요사업비(기금사업비)","일반지출","5,630","5,630"
"71","2022","공정거래위원회","일반회계","","일반·지방행정","일반행정","중소기업 경쟁여건 개선","대중소기업간 거래행태개선 및 동반성장시책추진","대중소기업간 거래행태개선 및 동반성장시책추진","주요사업비(기금사업비)","일반지출","1,922","1,922"
"72","2022","과학기술정보통신부","우체국예금특별회계","손익계정","통신","우정","우정사업행정지원","예특기본경비","예금기본경비","기본경비(경상운영비)","일반지출","18,849","18,849"
"73","2022","과학기술정보통신부","우체국예금특별회계","손익계정","통신","우정","우체국예금","예금사업활성화","금융서비스","주요사업비(기금사업비)","일반지출","18,851","18,851"
"74","2022","과학기술정보통신부","우체국예금특별회계","손익계정","통신","우정","우체국예금","예금사업활성화","예금사업운영","주요사업비(기금사업비)","일반지출","127,733","127,733"
"75","2022","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정사업행정지원","우특기본경비","경영기획기본경비","기본경비(경상운영비)","일반지출","14,476","14,476"
"76","2022","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정사업행정지원","우특기본경비","우편기본경비","기본경비(경상운영비)","일반지출","13,044","13,044"
"77","2022","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정사업행정지원","인건비","인건비","인건비(기금인건비)","일반지출","82,800","82,800"
"78","2022","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정서비스","국내우편사업","우체국소포사업","주요사업비(기금사업비)","일반지출","2,598","2,598"
"79","2022","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정서비스","국내우편사업","우표문화사업","주요사업비(기금사업비)","일반지출","3,704","3,704"
"80","2022","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정서비스","국내우편사업","통상우편사업","주요사업비(기금사업비)","일반지출","3,498","3,498"
"81","2022","과학기술정보통신부","우편사업특별회계","손익계정","통신","우정","우정서비스","우정사업운영지원","우정사업지원","주요사업비(기금사업비)","일반지출","5,503","5,503"
"82","2022","과학기술정보통신부","일반회계","","과학기술","과학기술연구지원","과학기술혁신지원","국가과학기술자문회의 운영","국가과학기술자문회의 사무지원단 운영","주요사업비(기금사업비)","일반지출","8,594","8,594"
"83","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 감사관 기본경비","기본경비(경상운영비)","일반지출","3,152","3,152"
"84","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 과학기술일자리혁신관 기본경비","기본경비(경상운영비)","일반지출","4,800","4,800"
"85","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 과학기술정책국 기본경비","기본경비(경상운영비)","일반지출","3,867","3,867"
"86","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 기관운영 기본경비","기본경비(경상운영비)","일반지출","4,878","4,878"
"87","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 대변인 기본경비","기본경비(경상운영비)","일반지출","2,254","2,254"
"88","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 미래인재정책국 기본경비","기본경비(경상운영비)","일반지출","3,293","3,293"
"89","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 방송진흥정책국 기본경비","기본경비(경상운영비)","일반지출","3,602","3,602"
"90","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 성과평가정책국 기본경비","기본경비(경상운영비)","일반지출","3,827","3,827"
"91","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 소프트웨어정책관 기본경비","기본경비(경상운영비)","일반지출","5,000","5,000"
"92","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 연구개발투자심의국 기본경비","기본경비(경상운영비)","일반지출","6,445","6,445"
"93","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 정보통신산업정책관 기본경비","기본경비(경상운영비)","일반지출","15,270","15,270"
"94","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 정책기획관 기본경비","기본경비(경상운영비)","일반지출","16,560","16,560"
"95","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 기본경비","총액비대상 통신정책국 기본경비","기본경비(경상운영비)","일반지출","5,455","5,455"
"96","2022","과학기술정보통신부","일반회계","","과학기술","과학기술일반","과학기술정보통신부운영지원","본부 인건비","총액대상 인건비","인건비(기금인건비)","일반지출","129,530","129,530"
"97","2022","과학기술정보통신부","일반회계","","통신","방송통신","과학기술정보통신부운영지원","기관기본경비","중앙전파관리소","기본경비(경상운영비)","일반지출","2,511","2,511"
"98","2022","과학기술정보통신부","일반회계","","통신","방송통신","과학기술정보통신부운영지원","본부운영지원","전파방송행정지원","주요사업비(기금사업비)","일반지출","5,644","5,644"
"99","2022","과학기술정보통신부","일반회계","","통신","방송통신","전파활용방송서비스산업","전파이용질서확립(일반)","전파관리활동지원(정보화)","주요사업비(기금사업비)","일반지출","3,720","3,720"
"100","2022","과학기술정보통신부","일반회계","","통신","정보통신","정보통신융합산업","ICT산업기반확충(일반)","4차산업혁명위원회운영지원","주요사업비(기금사업비)","일반지출","15,240","15,240"
"101","2022","관세청","일반회계","","일반·지방행정","재정·금융","관세행정 지능정보화","최첨단장비 도입운영","통관감시장비 현대화","주요사업비(기금사업비)","일반지출","10,681","10,681"
"102","2022","관세청","일반회계","","일반·지방행정","재정·금융","관세행정지원","본청기본경비","국제관세협력국기본경비","기본경비(경상운영비)","일반지출","143,361","143,361"
"103","2022","관세청","일반회계","","일반·지방행정","재정·금융","관세행정지원","본청기본경비","본부기본경비","기본경비(경상운영비)","일반지출","17,936","17,936"
"104","2022","관세청","일반회계","","일반·지방행정","재정·금융","관세행정지원","소속기관기본경비","중앙관세분석소기본경비","기본경비(경상운영비)","일반지출","3,904","3,904"
"105","2022","관세청","일반회계","","일반·지방행정","재정·금융","관세행정지원","인건비","인건비(총액인건비대상)","인건비(기금인건비)","일반지출","82,604","82,604"
"106","2022","관세청","일반회계","","일반·지방행정","재정·금융","밀수조사단속","밀수단속지원","밀수단속","주요사업비(기금사업비)","일반지출","40,309","40,309"
"107","2022","교육부","일반회계","","교육","고등교육","회계기금간거래(예수원금상환)","교육차관사업","공공자금관리기금(차관계정) 예수원금상환","주요사업비(기금사업비)","내부거래지출(예산=>기금간거래)","600,885","600,885"
"108","2022","교육부","일반회계","","교육","고등교육","회계기금간거래(예수이자상환)","교육차관사업","공공자금관리기금(차관계정) 예수이자상환","주요사업비(기금사업비)","내부거래지출(예산=>기금간거래)","15,929","15,929"
"109","2022","교육부","일반회계","","교육","교육일반","교육행정지원","교육행정운영","국가교육회의 운영지원","주요사업비(기금사업비)","일반지출","21,520","21,520"
"110","2022","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","교육복지정책국 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","11,340","11,340"
"111","2022","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","교육안전정보국 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","11,909","11,909"
"112","2022","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","대학학술정책관 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","4,520","4,520"
"113","2022","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","산학협력정책관 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","7,661","7,661"
"114","2022","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","정책기획관 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","58,120","58,120"
"115","2022","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","평생교육국 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","8,128","8,128"
"116","2022","교육부","일반회계","","교육","교육일반","교육행정지원","본부 기본경비","학교혁신정책관 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","14,339","14,339"
"117","2022","교육부","일반회계","","교육","교육일반","교육행정지원","소속기관 기본경비","교원소청심사위원회 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","1,588","1,588"
"118","2022","교육부","일반회계","","교육","교육일반","교육행정지원","소속기관 기본경비","중앙교육연수원 기본경비(총액 비대상)","기본경비(경상운영비)","일반지출","1,950","1,950"
"119","2022","교육부","일반회계","","교육","유아및초중등교육","학교교육 지원","중앙교육연수원 연수지원","중앙교육연수원 연수생 교육훈련지원(수입대체)","주요사업비(기금사업비)","일반지출","1,950","1,950"
"120","2022","교육부","일반회계","","교육","평생·직업교육","국립국제교육원 지원","국립국제교육원 운영지원","국립국제교육원 기본경비(총액대상)","기본경비(경상운영비)","일반지출","20,526","20,526"
"121","2022","교육부","일반회계","","교육","평생·직업교육","국제교육 협력 증진","글로벌 교육협력 지원사업","글로벌 교육교류 사업(비ODA)","주요사업비(기금사업비)","일반지출","1,009,735","1,009,735"
"122","2022","교육부","일반회계","","교육","평생·직업교육","국제교육 협력 증진","글로벌 교육협력 지원사업","글로벌 교육지원 사업(ODA)","주요사업비(기금사업비)","일반지출","2,497,345","2,497,345"
"123","2022","교육부","일반회계","","교육","평생·직업교육","국제교육 협력 증진","재외동포교육 운영지원","재외동포교육 운영지원","주요사업비(기금사업비)","일반지출","54,068,137","54,068,137"
"124","2022","교육부","일반회계","","교육","평생·직업교육","국제교육 협력 증진","재외동포교육 운영지원","해외 한국어 보급","주요사업비(기금사업비)","일반지출","6,244,247","6,244,247"
"125","2022","국가보훈처","보훈기금","국가유공자지원자금","사회복지","보훈","보훈행정","기금운영비(보훈기금)","복지사업운영","기본경비(경상운영비)","일반지출","3,660","3,660"
"126","2022","국가보훈처","일반회계","","사회복지","보훈","보훈단체지원","보훈단체지원","보훈단체운영및선양활동등","주요사업비(기금사업비)","일반지출","104,039","104,039"
"127","2022","국가보훈처","일반회계","","사회복지","보훈","보훈선양","기념사업","독립운동관련사업등지원","주요사업비(기금사업비)","일반지출","205,228","205,228"
"128","2022","국가보훈처","일반회계","","사회복지","보훈","보훈선양","현충시설","현충시설관리","주요사업비(기금사업비)","일반지출","28,613","28,613"
"129","2022","국가보훈처","일반회계","","사회복지","보훈","보훈심사및보상","보훈심사","보훈심사위원회운영","주요사업비(기금사업비)","일반지출","4,287","4,287"
"130","2022","국가보훈처","일반회계","","사회복지","보훈","보훈예우 및 국립묘지","공훈발굴및국가유공자등 예우","국가유공자등예우및지원","주요사업비(기금사업비)","일반지출","20,328","20,328"
"131","2022","국가보훈처","일반회계","","사회복지","보훈","보훈예우 및 국립묘지","공훈발굴및국가유공자등 예우","독립유공자발굴포상및홍보","주요사업비(기금사업비)","일반지출","14,632","14,632"
"132","2022","국가보훈처","일반회계","","사회복지","보훈","보훈예우 및 국립묘지","국립묘지조성및관리","국립묘지현충선양활동","주요사업비(기금사업비)","일반지출",993,993
"133","2022","국가보훈처","일반회계","","사회복지","보훈","보훈행정","인건비","처본부인건비","인건비(기금인건비)","일반지출","51,401","51,401"
"134","2022","국가보훈처","일반회계","","사회복지","보훈","보훈행정","일반행정","송무지원","주요사업비(기금사업비)","일반지출","1,874","1,874"
"135","2022","국가보훈처","일반회계","","사회복지","보훈","보훈행정","처본부기본경비","처본부운영","기본경비(경상운영비)","일반지출","15,893","15,893"
"136","2022","국가보훈처","일반회계","","사회복지","보훈","제대군인지원","참전.제대군인명예선양","국제보훈교류협력사업","주요사업비(기금사업비)","일반지출","61,771","61,771"
"137","2022","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","국내외 인권협력 강화","국제교류협력","주요사업비(기금사업비)","일반지출","77,217","77,217"
"138","2022","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","기본경비","기관운영 기본경비","기본경비(경상운영비)","일반지출","7,142","7,142"
"139","2022","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","사회적 약자 및 소수자 인권보호","장애인 인권증진","주요사업비(기금사업비)","일반지출","17,878","17,878"
"140","2022","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","사회적 약자 및 소수자 인권보호","취약분야 인권개선","주요사업비(기금사업비)","일반지출","5,812","5,812"
"141","2022","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","인권교육 활성화","인권교육 기획 및 운영","주요사업비(기금사업비)","일반지출","3,080","3,080"
"142","2022","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","인권제도 선진화","북한인권 개선","주요사업비(기금사업비)","일반지출","24,330","24,330"
"143","2022","국가인권위원회","일반회계","","일반·지방행정","일반행정","인권보호 및 향상","인권제도 선진화","정책개발 및 제도개선","주요사업비(기금사업비)","일반지출","4,852","4,852"
"144","2022","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","국가적중장기 추진과제 지원","국제개발협력위원회 운영(ODA)","주요사업비(기금사업비)","일반지출","67,986","67,986"
"145","2022","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","국가적중장기 추진과제 지원","새만금사업추진지원단 운영","주요사업비(기금사업비)","일반지출","3,114","3,114"
"146","2022","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","국가적중장기 추진과제 지원","생활SOC추진단 운영","주요사업비(기금사업비)","일반지출","4,561","4,561"
"147","2022","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","국가적중장기 추진과제 지원","탄소중립위원회 운영","주요사업비(기금사업비)","일반지출","39,672","39,672"
"148","2022","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","국가적중장기 추진과제 지원","현안과제 추진 지원","주요사업비(기금사업비)","일반지출","3,482","3,482"
"149","2022","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","규제개혁","규제개혁위원회 운영","주요사업비(기금사업비)","일반지출","7,166","7,166"
"150","2022","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","기본경비","국무조정실 기본경비","기본경비(경상운영비)","일반지출","80,983","80,983"
"151","2022","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","기본경비","국무총리비서실 기본경비","기본경비(경상운영비)","일반지출",700,700
"152","2022","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","기본경비","조세심판원 기본경비","기본경비(경상운영비)","일반지출","20,758","20,758"
"153","2022","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","대국민 및 정당과의 소통","국회·정당 및 시민사회 등과의 소통강화","주요사업비(기금사업비)","일반지출","22,519","22,519"
"154","2022","국무조정실 및 국무총리비서실","일반회계","","일반·지방행정","국정운영","국무총리실 행정지원","사회통합 및 안전관리 추진","대테러센터 운영","주요사업비(기금사업비)","일반지출","12,893","12,893"
