No.,회계연도,소관명,회계명,계정명,분야명,부문명,프로그램명,단위사업명,세부사업명,경비구분,지출구분,전년도국회확정금액(천원),정부안금액(천원),국회확정금액(천원)
"1","2023","5·18민주화운동 진상규명조사위원회","일반회계","","일반·지방행정","일반행정","518 진상규명조사위원회 운영","518 진상규명 지원","518 진상규명지원","주요사업비(기금사업비)","일반지출","5,452,000","4,925,000","4,925,000"
"2","2023","5·18민주화운동 진상규명조사위원회","일반회계","","일반·지방행정","일반행정","518 진상규명조사위원회 운영","기본경비","위원회 기본경비","기본경비(경상운영비)","일반지출","4,421,000","4,421,000","4,421,000"
"3","2023","5·18민주화운동 진상규명조사위원회","일반회계","","일반·지방행정","일반행정","518 진상규명조사위원회 운영","인건비","공무원 인건비","인건비(기금인건비)","일반지출","3,866,000","3,922,000","3,922,000"
"4","2023","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","기관운영","기본경비","기관운영 기본경비(비총액)","기본경비(경상운영비)","일반지출","3,094,000",0,0
"5","2023","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","기관운영","기본경비","기관운영 기본경비(총액)","기본경비(경상운영비)","일반지출","1,690,000",0,0
"6","2023","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","기관운영","인건비","인건비(총액)","인건비(기금인건비)","일반지출","5,086,000",0,0
"7","2023","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","대외 소통","대국민 소통 강화","주요사업비(기금사업비)","일반지출","79,000",0,0
"8","2023","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","세월호참사 진상규명","세월호참사 진상규명 조사","주요사업비(기금사업비)","일반지출","1,856,000",0,0
"9","2023","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","안전사회 건설","안전사회 건설","주요사업비(기금사업비)","일반지출","48,000",0,0
"10","2023","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","자료 수집 보존","종합보고서·백서 발간 및 기록물 이관·보존","주요사업비(기금사업비)","일반지출","549,000",0,0
"11","2023","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","청문회 지원","청문회 개최 지원 및 자료 검증","주요사업비(기금사업비)","일반지출","113,000",0,0
"12","2023","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","피해 지원","피해자 지원 대책 수립","주요사업비(기금사업비)","일반지출","14,000",0,0
"13","2023","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","감사연구활동경비","감사연구활동경비","주요사업비(기금사업비)","일반지출","443,000","433,000","433,000"
"14","2023","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","감사활동경비","감사활동경비","주요사업비(기금사업비)","일반지출","18,295,000","17,078,000","17,078,000"
"15","2023","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","감사활동경비","적극행정 지원","주요사업비(기금사업비)","일반지출","366,000","357,000","341,000"
"16","2023","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","국제교류협력강화","감사기구 역량강화(ODA)","주요사업비(기금사업비)","일반지출","297,000","297,000","297,000"
"17","2023","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","국제교류협력강화","국제교류협력강화","주요사업비(기금사업비)","일반지출","636,500","843,000","822,000"
"18","2023","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","기본경비","기본경비","기본경비(경상운영비)","일반지출","13,197,000","13,510,000","13,450,000"
"19","2023","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","수입대체경비","감사교육원 수입대체경비","주요사업비(기금사업비)","일반지출","425,000","376,000","376,000"
"20","2023","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","인건비","인건비","인건비(기금인건비)","일반지출","90,715,000","92,533,000","92,533,000"
"21","2023","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","전산운영경비","전산운영경비(정보화)","주요사업비(기금사업비)","일반지출","9,096,000","7,766,000","7,505,000"
"22","2023","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","청사 및 시설물 관리","노후시설 개보수 및 업무시설 정비","주요사업비(기금사업비)","일반지출","2,836,000","4,546,000","4,546,000"
"23","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(개인정보정책국)","기본경비(경상운영비)","일반지출","205,000","212,000","212,000"
"24","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(기관운영)","기본경비(경상운영비)","일반지출","624,000","547,000","547,000"
"25","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(기획조정관)","기본경비(경상운영비)","일반지출","297,000","389,000","389,000"
"26","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(대변인)","기본경비(경상운영비)","일반지출","60,000","86,000","86,000"
"27","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(운영지원과)","기본경비(경상운영비)","일반지출","181,000","162,000","162,000"
"28","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(조사조정국)","기본경비(경상운영비)","일반지출","231,000","223,000","223,000"
"29","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(개인정보정책국)","기본경비(경상운영비)","일반지출","42,000","23,000","23,000"
"30","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(기관운영)","기본경비(경상운영비)","일반지출","429,000","454,000","454,000"
"31","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(기획조정관)","기본경비(경상운영비)","일반지출","43,000","32,000","32,000"
"32","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(대변인)","기본경비(경상운영비)","일반지출","13,000","8,000","8,000"
"33","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(운영지원과)","기본경비(경상운영비)","일반지출","12,000","10,000","10,000"
"34","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(조사조정국)","기본경비(경상운영비)","일반지출","75,000","69,000","69,000"
"35","2023","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 인건비","위원회 인건비","인건비(기금인건비)","일반지출","13,266,000","13,988,000","13,988,000"
"36","2023","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호강화","개인정보보호 협력체계 구축","주요사업비(기금사업비)","일반지출","1,323,000","1,521,000","1,521,000"
"37","2023","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호강화","개인정보보호정책지원","주요사업비(기금사업비)","일반지출","5,662,000","6,108,000","6,108,000"
"38","2023","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호강화","기술개발ㆍ전문인력 양성","주요사업비(기금사업비)","일반지출","1,600,000","1,530,000","1,530,000"
"39","2023","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호연구","개인정보기술표준개발지원(R&D)","주요사업비(기금사업비)","일반지출",0,"1,500,000","1,500,000"
"40","2023","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호연구","개인정보보호강화기술연구개발(R&D)","주요사업비(기금사업비)","일반지출","3,000,000","5,995,000","5,995,000"
"41","2023","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호위원회 운영","위원회운영지원","주요사업비(기금사업비)","일반지출","2,840,000","3,019,000","3,019,000"
"42","2023","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호위원회 운영","위원회정보화지원(정보화)","주요사업비(기금사업비)","일반지출","4,787,000","3,920,000","3,920,000"
"43","2023","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보이슈대응","개인정보침해방지","주요사업비(기금사업비)","일반지출","8,078,000","10,839,000","10,939,000"
"44","2023","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보활용지원","개인정보 전송요구권 보장","주요사업비(기금사업비)","일반지출","2,500,000","3,197,000","3,197,000"
"45","2023","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보활용지원","안전한 데이터 활용 지원","주요사업비(기금사업비)","일반지출","4,929,000","4,692,000","4,992,000"
"46","2023","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","경찰병원기본경비","경찰병원기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,706,000","2,733,000","2,733,000"
"47","2023","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","경찰병원인건비","경찰병원인건비","인건비(기금인건비)","일반지출","41,882,000","43,182,000","43,182,000"
"48","2023","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","장례식장운영","장례식장운영","주요사업비(기금사업비)","일반지출","3,890,000","3,916,000","3,916,000"
"49","2023","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","국립경찰병원 건강보험부담금(손익)","주요사업비(기금사업비)","일반지출","1,433,000","1,481,000","1,481,000"
"50","2023","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","전산운영경비(정보화)","주요사업비(기금사업비)","일반지출","2,483,000","1,715,000","1,715,000"
"51","2023","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","진료업무운영관리","주요사업비(기금사업비)","일반지출","22,554,000","22,553,000","22,671,000"
"52","2023","경찰청","경찰병원","자본계정","공공질서및안전","경찰","경찰병원운영","경찰병원기본경비","경찰병원기본경비","기본경비(경상운영비)","일반지출","183,000","183,000","183,000"
"53","2023","경찰청","경찰병원","자본계정","공공질서및안전","경찰","경찰병원운영","자산취득","경찰병원자산취득","주요사업비(기금사업비)","일반지출","3,380,000","2,827,000","2,827,000"
"54","2023","경찰청","국가균형발전특별회계","제주특별자치도계정","공공질서및안전","경찰","경찰행정지원","제주이관인력지원","제주자치경찰인력지원","주요사업비(기금사업비)","일반지출","4,708,000","4,767,000","4,767,000"
"55","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","감사·인권보호활동","감사관감찰활동","주요사업비(기금사업비)","일반지출","1,806,000","2,675,000","2,675,000"
"56","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","감사·인권보호활동","인권보호활동","주요사업비(기금사업비)","일반지출","3,455,000","468,000","468,000"
"57","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","경찰복지증진","경찰관서직장보육시설운영(민자)","주요사업비(기금사업비)","일반지출","13,556,000","15,563,000","15,563,000"
"58","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","경찰복지증진","경찰복지증진","주요사업비(기금사업비)","일반지출","68,908,000","68,207,000","68,207,000"
"59","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","경찰복지증진","퇴직경찰관취업지원","주요사업비(기금사업비)","일반지출","2,057,000","2,312,000","2,312,000"
"60","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","대국민치안정책제공","경찰청홈페이지운영(정보화)","주요사업비(기금사업비)","일반지출","213,000","213,000","213,000"
"61","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","대국민치안정책제공","대국민소통강화","주요사업비(기금사업비)","일반지출","1,288,000","1,288,000","1,288,000"
"62","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","감사관기본경비","기본경비(경상운영비)","일반지출","243,000","260,000","260,000"
"63","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","감사관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","98,000","64,000","64,000"
"64","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","강원청기본경비","기본경비(경상운영비)","일반지출","8,473,000","8,602,000","8,602,000"
"65","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","강원청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,285,000","3,305,000","3,305,000"
"66","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기남부청기본경비","기본경비(경상운영비)","일반지출","21,415,000","21,998,000","22,483,000"
"67","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기남부청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","8,991,000","8,918,000","8,918,000"
"68","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기북부청기본경비","기본경비(경상운영비)","일반지출","8,693,000","8,912,000","8,912,000"
"69","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기북부청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,510,000","3,545,000","3,545,000"
"70","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경남청기본경비","기본경비(경상운영비)","일반지출","12,415,000","12,580,000","12,580,000"
"71","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경남청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","4,935,000","4,945,000","4,945,000"
"72","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경무인사기획관기본경비","기본경비(경상운영비)","일반지출","6,772,000","7,847,000","7,847,000"
"73","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경무인사기획관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","98,608,000","98,799,000","98,799,000"
"74","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경북청기본경비","기본경비(경상운영비)","일반지출","13,416,000","13,794,000","13,794,000"
"75","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경북청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","5,007,000","4,827,000","4,827,000"
"76","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경비국기본경비","기본경비(경상운영비)","일반지출","860,000","597,000","597,000"
"77","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경비국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","648,000","819,000","819,000"
"78","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","공공안녕정보국기본경비","기본경비(경상운영비)","일반지출","100,000","99,000","99,000"
"79","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","공공안녕정보국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","42,000","42,000","42,000"
"80","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","과학수사관리관기본경비","기본경비(경상운영비)","일반지출","129,000","130,000","130,000"
"81","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","과학수사관리관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","78,000","93,000","93,000"
"82","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","광주청기본경비","기본경비(경상운영비)","일반지출","4,938,000","5,001,000","5,001,000"
"83","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","광주청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,694,000","1,675,000","1,675,000"
"84","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","교통국기본경비","기본경비(경상운영비)","일반지출","2,087,000","2,080,000","2,080,000"
"85","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","교통국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","30,000","29,000","29,000"
"86","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","기획조정관기본경비","기본경비(경상운영비)","일반지출","2,865,000","2,283,000","2,283,000"
"87","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","기획조정관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","716,000","337,000","337,000"
"88","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대구청기본경비","기본경비(경상운영비)","일반지출","7,242,000","7,362,000","7,362,000"
"89","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대구청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,928,000","2,909,000","2,909,000"
"90","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대변인기본경비","기본경비(경상운영비)","일반지출","289,000","288,000","288,000"
"91","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대변인기본경비(총액인건비)","기본경비(경상운영비)","일반지출","48,000","48,000","48,000"
"92","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대전청기본경비","기본경비(경상운영비)","일반지출","4,758,000","4,844,000","4,844,000"
"93","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대전청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,707,000","1,714,000","1,714,000"
"94","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","부산청기본경비","기본경비(경상운영비)","일반지출","11,575,000","11,758,000","11,758,000"
"95","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","부산청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","4,677,000","4,655,000","4,655,000"
"96","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","사이버수사국기본경비","기본경비(경상운영비)","일반지출","65,000","77,000","77,000"
"97","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","사이버수사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","65,000","68,000","68,000"
"98","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","생활안전국기본경비","기본경비(경상운영비)","일반지출","458,000","457,000","457,000"
"99","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","생활안전국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","62,000","77,000","77,000"
"100","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","서울청기본경비","기본경비(경상운영비)","일반지출","33,444,000","34,128,000","34,128,000"
"101","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","서울청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","12,252,000","12,290,000","12,290,000"
"102","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","세종청기본경비","기본경비(경상운영비)","일반지출","1,010,000","1,142,000","1,142,000"
"103","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","세종청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","473,000","465,000","465,000"
"104","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사국기본경비","기본경비(경상운영비)","일반지출","154,000","154,000","154,000"
"105","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","45,000","59,000","59,000"
"106","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사기획조정관기본경비","기본경비(경상운영비)","일반지출","163,000","162,000","162,000"
"107","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사기획조정관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","131,000","175,000","175,000"
"108","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","안보수사국기본경비","기본경비(경상운영비)","일반지출","58,000","58,000","58,000"
"109","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","안보수사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","34,000","34,000","34,000"
"110","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","외사국기본경비","기본경비(경상운영비)","일반지출","156,000","155,000","155,000"
"111","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","외사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","28,000","43,000","43,000"
"112","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","울산청기본경비","기본경비(경상운영비)","일반지출","3,869,000","3,990,000","3,990,000"
"113","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","울산청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,531,000","1,520,000","1,520,000"
"114","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","인천청기본경비","기본경비(경상운영비)","일반지출","7,278,000","7,443,000","7,443,000"
"115","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","인천청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,363,000","3,393,000","3,393,000"
"116","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전남청기본경비","기본경비(경상운영비)","일반지출","13,022,000","13,332,000","13,332,000"
"117","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전남청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","4,133,000","4,159,000","4,159,000"
"118","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전북청기본경비","기본경비(경상운영비)","일반지출","10,050,000","10,264,000","10,264,000"
"119","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전북청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,366,000","3,280,000","3,280,000"
"120","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","정보화장비정책관기본경비","기본경비(경상운영비)","일반지출","160,000","161,000","161,000"
"121","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","정보화장비정책관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","98,000","98,000","98,000"
"122","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","제주청기본경비","기본경비(경상운영비)","일반지출","2,933,000","3,247,000","3,247,000"
"123","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","제주청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,149,000","1,137,000","1,137,000"
"124","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충남청기본경비","기본경비(경상운영비)","일반지출","10,242,000","10,372,000","10,372,000"
"125","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충남청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,133,000","3,161,000","3,161,000"
"126","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충북청기본경비","기본경비(경상운영비)","일반지출","6,839,000","6,955,000","6,955,000"
"127","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충북청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,547,000","2,572,000","2,572,000"
"128","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","치안상황관리관기본경비","기본경비(경상운영비)","일반지출","112,000","111,000","111,000"
"129","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","치안상황관리관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","36,000","36,000","36,000"
"130","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","형사국기본경비","기본경비(경상운영비)","일반지출","99,000","99,000","99,000"
"131","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","형사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","29,000","29,000","29,000"
"132","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","경찰청인건비","인건비(기금인건비)","일반지출","601,213,000","618,418,000","618,418,000"
"133","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","방위비인건비","인건비(기금인건비)","일반지출","19,796,000","3,093,000","3,093,000"
"134","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","시도경찰청인건비","인건비(기금인건비)","일반지출","8,608,982,000","8,863,157,000","8,863,157,000"
"135","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰대학기본경비","기본경비(경상운영비)","일반지출","2,134,000","2,131,000","2,131,000"
"136","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰대학기본경비(총액인건비)","기본경비(경상운영비)","일반지출","383,000","408,000","408,000"
"137","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰인재개발원기본경비","기본경비(경상운영비)","일반지출","1,939,000","1,939,000","1,939,000"
"138","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰인재개발원기본경비(총액인건비)","기본경비(경상운영비)","일반지출","241,000","241,000","241,000"
"139","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","수사연수원기본경비","기본경비(경상운영비)","일반지출","459,000","459,000","459,000"
"140","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","수사연수원기본경비(총액인건비)","기본경비(경상운영비)","일반지출","113,000","113,000","113,000"
"141","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","중앙학교기본경비","기본경비(경상운영비)","일반지출","3,404,000","3,388,000","3,388,000"
"142","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","중앙학교기본경비(총액인건비)","기본경비(경상운영비)","일반지출","482,000","455,000","455,000"
"143","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관인건비","경찰대학인건비","인건비(기금인건비)","일반지출","24,475,000","24,892,000","24,892,000"
"144","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관인건비","경찰인재개발원인건비","인건비(기금인건비)","일반지출","10,598,000","10,547,000","10,547,000"
"145","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관인건비","수사연수원인건비","인건비(기금인건비)","일반지출","4,166,000","4,233,000","4,233,000"
"146","2023","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관인건비","중앙학교인건비","인건비(기금인건비)","일반지출","48,484,000","48,452,000","48,452,000"
