No.,회계연도,추경차수,소관명,회계명,계정명,분야명,부문명,프로그램명,단위사업명,세부사업명,경비구분,지출구분,본예산금액(천원),본예산외화금액(달러),추경정부안금액(천원),추경정부안외화금액(달러),추경국회확정금액(천원),추경국회확정외화금액(달러)
"36","2023","0","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보활용지원","안전한 데이터 활용 지원","주요사업비(기금사업비)","일반지출","4,992,000",0,0,0,0,0
"37","2023","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","경찰병원기본경비","경찰병원기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,733,000",0,0,0,0,0
"38","2023","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","경찰병원인건비","경찰병원인건비","인건비(기금인건비)","일반지출","43,182,000",0,0,0,0,0
"39","2023","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","장례식장운영","장례식장운영","주요사업비(기금사업비)","일반지출","3,916,000",0,0,0,0,0
"40","2023","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","국립경찰병원 건강보험부담금(손익)","주요사업비(기금사업비)","일반지출","1,481,000",0,0,0,0,0
"41","2023","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","전산운영경비(정보화)","주요사업비(기금사업비)","일반지출","1,715,000",0,0,0,0,0
"42","2023","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","진료업무운영관리","주요사업비(기금사업비)","일반지출","22,671,000",0,0,0,0,0
"43","2023","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","계정간거래(전출금)","감가상각비(경찰병원계정)","감가상각비","주요사업비(기금사업비)","내부거래지출(회계내 계정간 거래)","1,000",0,0,0,0,0
"44","2023","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","계정간거래(전출금)","당기순이익(경찰병원계정)","당기순이익","주요사업비(기금사업비)","내부거래지출(회계내 계정간 거래)","1,000",0,0,0,0,0
"45","2023","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","회계기금간거래(공무원연금부담금)","공무원연금부담금(경찰병원)","공무원연금기금 전출(공무원연금부담금)","주요사업비(기금사업비)","내부거래지출(예산=>기금간거래)","4,620,000",0,0,0,0,0
"46","2023","0","경찰청","경찰병원","자본계정","공공질서및안전","경찰","경찰병원운영","경찰병원기본경비","경찰병원기본경비","기본경비(경상운영비)","일반지출","183,000",0,0,0,0,0
"47","2023","0","경찰청","경찰병원","자본계정","공공질서및안전","경찰","경찰병원운영","자산취득","경찰병원자산취득","주요사업비(기금사업비)","일반지출","2,827,000",0,0,0,0,0
"48","2023","0","경찰청","국가균형발전특별회계","제주특별자치도계정","공공질서및안전","경찰","경찰행정지원","제주이관인력지원","제주자치경찰인력지원","주요사업비(기금사업비)","일반지출","4,767,000",0,0,0,0,0
"49","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","감사·인권보호활동","감사관감찰활동","주요사업비(기금사업비)","일반지출","2,675,000",0,0,0,0,0
"50","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","감사·인권보호활동","인권보호활동","주요사업비(기금사업비)","일반지출","468,000",0,0,0,0,0
"51","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","경찰복지증진","경찰관서직장보육시설운영(민자)","주요사업비(기금사업비)","일반지출","15,563,000",0,0,0,0,0
"52","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","경찰복지증진","경찰복지증진","주요사업비(기금사업비)","일반지출","68,207,000",0,0,0,0,0
"53","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","경찰복지증진","퇴직경찰관취업지원","주요사업비(기금사업비)","일반지출","2,312,000",0,0,0,0,0
"54","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","대국민치안정책제공","경찰청홈페이지운영(정보화)","주요사업비(기금사업비)","일반지출","213,000",0,0,0,0,0
"55","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","대국민치안정책제공","대국민소통강화","주요사업비(기금사업비)","일반지출","1,288,000",0,0,0,0,0
"56","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","감사관기본경비","기본경비(경상운영비)","일반지출","260,000",0,0,0,0,0
"57","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","감사관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","64,000",0,0,0,0,0
"58","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","강원청기본경비","기본경비(경상운영비)","일반지출","8,602,000",0,0,0,0,0
"59","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","강원청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,305,000",0,0,0,0,0
"60","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기남부청기본경비","기본경비(경상운영비)","일반지출","22,483,000",0,0,0,0,0
"61","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기남부청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","8,918,000",0,0,0,0,0
"62","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기북부청기본경비","기본경비(경상운영비)","일반지출","8,912,000",0,0,0,0,0
"63","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기북부청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,545,000",0,0,0,0,0
"64","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경남청기본경비","기본경비(경상운영비)","일반지출","12,580,000",0,0,0,0,0
"65","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경남청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","4,945,000",0,0,0,0,0
"66","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경무인사기획관기본경비","기본경비(경상운영비)","일반지출","7,847,000","13,704",0,0,0,0
"67","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경무인사기획관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","98,799,000",0,0,0,0,0
"68","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경북청기본경비","기본경비(경상운영비)","일반지출","13,794,000",0,0,0,0,0
"69","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경북청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","4,827,000",0,0,0,0,0
"70","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경비국기본경비","기본경비(경상운영비)","일반지출","597,000",0,0,0,0,0
"71","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경비국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","819,000",0,0,0,0,0
"72","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","공공안녕정보국기본경비","기본경비(경상운영비)","일반지출","99,000",0,0,0,0,0
"73","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","공공안녕정보국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","42,000",0,0,0,0,0
"74","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","과학수사관리관기본경비","기본경비(경상운영비)","일반지출","130,000","2,251",0,0,0,0
"75","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","과학수사관리관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","93,000",0,0,0,0,0
"76","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","광주청기본경비","기본경비(경상운영비)","일반지출","5,001,000",0,0,0,0,0
"77","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","광주청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,675,000",0,0,0,0,0
"78","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","교통국기본경비","기본경비(경상운영비)","일반지출","2,080,000",0,0,0,0,0
"79","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","교통국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","29,000",0,0,0,0,0
"80","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","기획조정관기본경비","기본경비(경상운영비)","일반지출","2,283,000",0,0,0,0,0
"81","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","기획조정관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","337,000",0,0,0,0,0
"82","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대구청기본경비","기본경비(경상운영비)","일반지출","7,362,000",0,0,0,0,0
"83","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대구청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,909,000",0,0,0,0,0
"84","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대변인기본경비","기본경비(경상운영비)","일반지출","288,000",0,0,0,0,0
"85","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대변인기본경비(총액인건비)","기본경비(경상운영비)","일반지출","48,000",0,0,0,0,0
"86","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대전청기본경비","기본경비(경상운영비)","일반지출","4,844,000",0,0,0,0,0
"87","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대전청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,714,000",0,0,0,0,0
"88","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","부산청기본경비","기본경비(경상운영비)","일반지출","11,758,000",0,0,0,0,0
"89","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","부산청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","4,655,000",0,0,0,0,0
"90","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","사이버수사국기본경비","기본경비(경상운영비)","일반지출","77,000",0,0,0,0,0
"91","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","사이버수사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","68,000",0,0,0,0,0
"92","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","생활안전국기본경비","기본경비(경상운영비)","일반지출","457,000",0,0,0,0,0
"93","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","생활안전국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","77,000",0,0,0,0,0
"94","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","서울청기본경비","기본경비(경상운영비)","일반지출","34,128,000",0,0,0,0,0
"95","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","서울청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","12,290,000",0,0,0,0,0
"96","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","세종청기본경비","기본경비(경상운영비)","일반지출","1,142,000",0,0,0,0,0
"97","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","세종청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","465,000",0,0,0,0,0
"98","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사국기본경비","기본경비(경상운영비)","일반지출","154,000",0,0,0,0,0
"99","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","59,000",0,0,0,0,0
"100","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사기획조정관기본경비","기본경비(경상운영비)","일반지출","162,000",0,0,0,0,0
"101","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사기획조정관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","175,000",0,0,0,0,0
"102","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","안보수사국기본경비","기본경비(경상운영비)","일반지출","58,000",0,0,0,0,0
"103","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","안보수사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","34,000",0,0,0,0,0
"104","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","외사국기본경비","기본경비(경상운영비)","일반지출","155,000",0,0,0,0,0
"105","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","외사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","43,000",0,0,0,0,0
"106","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","울산청기본경비","기본경비(경상운영비)","일반지출","3,990,000",0,0,0,0,0
"107","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","울산청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,520,000",0,0,0,0,0
"108","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","인천청기본경비","기본경비(경상운영비)","일반지출","7,443,000",0,0,0,0,0
"109","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","인천청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,393,000",0,0,0,0,0
"110","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전남청기본경비","기본경비(경상운영비)","일반지출","13,332,000",0,0,0,0,0
"111","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전남청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","4,159,000",0,0,0,0,0
"112","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전북청기본경비","기본경비(경상운영비)","일반지출","10,264,000",0,0,0,0,0
"113","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전북청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,280,000",0,0,0,0,0
"114","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","정보화장비정책관기본경비","기본경비(경상운영비)","일반지출","161,000","3,757",0,0,0,0
"115","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","정보화장비정책관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","98,000",0,0,0,0,0
"116","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","제주청기본경비","기본경비(경상운영비)","일반지출","3,247,000",0,0,0,0,0
"117","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","제주청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,137,000",0,0,0,0,0
"118","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충남청기본경비","기본경비(경상운영비)","일반지출","10,372,000",0,0,0,0,0
"119","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충남청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,161,000",0,0,0,0,0
"120","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충북청기본경비","기본경비(경상운영비)","일반지출","6,955,000",0,0,0,0,0
"121","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충북청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,572,000",0,0,0,0,0
"122","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","치안상황관리관기본경비","기본경비(경상운영비)","일반지출","111,000",0,0,0,0,0
"123","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","치안상황관리관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","36,000",0,0,0,0,0
"124","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","형사국기본경비","기본경비(경상운영비)","일반지출","99,000",0,0,0,0,0
"125","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","형사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","29,000",0,0,0,0,0
"126","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","경찰청인건비","인건비(기금인건비)","일반지출","618,418,000","597,365",0,0,0,0
"127","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","방위비인건비","인건비(기금인건비)","일반지출","3,093,000",0,0,0,0,0
"128","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","시도경찰청인건비","인건비(기금인건비)","일반지출","8,863,157,000","203,658",0,0,0,0
"129","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰대학기본경비","기본경비(경상운영비)","일반지출","2,131,000","13,376",0,0,0,0
"130","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰대학기본경비(총액인건비)","기본경비(경상운영비)","일반지출","408,000",0,0,0,0,0
"131","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰인재개발원기본경비","기본경비(경상운영비)","일반지출","1,939,000",905,0,0,0,0
"132","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰인재개발원기본경비(총액인건비)","기본경비(경상운영비)","일반지출","241,000",0,0,0,0,0
"133","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","수사연수원기본경비","기본경비(경상운영비)","일반지출","459,000",0,0,0,0,0
"134","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","수사연수원기본경비(총액인건비)","기본경비(경상운영비)","일반지출","113,000",0,0,0,0,0
"135","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","중앙학교기본경비","기본경비(경상운영비)","일반지출","3,388,000","2,355",0,0,0,0
"136","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","중앙학교기본경비(총액인건비)","기본경비(경상운영비)","일반지출","455,000",0,0,0,0,0
"137","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관인건비","경찰대학인건비","인건비(기금인건비)","일반지출","24,892,000",0,0,0,0,0
"138","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관인건비","경찰인재개발원인건비","인건비(기금인건비)","일반지출","10,547,000",0,0,0,0,0
"139","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관인건비","수사연수원인건비","인건비(기금인건비)","일반지출","4,233,000",0,0,0,0,0
"140","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관인건비","중앙학교인건비","인건비(기금인건비)","일반지출","48,452,000",0,0,0,0,0
"141","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","치안행정업무지원","경무인사지원","주요사업비(기금사업비)","일반지출","16,020,000",0,0,0,0,0
"142","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","치안행정업무지원","기획정보활동","주요사업비(기금사업비)","일반지출","2,749,000","12,384",0,0,0,0
"143","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","치안행정업무지원","청사시설관리","주요사업비(기금사업비)","일반지출","91,211,000",0,0,0,0,0
"144","2023","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","치안행정업무지원","치안지원인력운영","주요사업비(기금사업비)","일반지출","162,437,000",0,0,0,0,0
