No.,회계연도,추경차수,소관명,회계명,계정명,수입관명,수입항명,수입목명,수입구분명,본예산금액(천원),추경정부안금액(천원),추경국회확정금액(천원)
"136","2023","0","과학기술정보통신부","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","5,199,000",0,0
"137","2023","0","과학기술정보통신부","일반회계","","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","257,952,000",0,0
"138","2023","0","과학기술정보통신부","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","28,000",0,0
"139","2023","0","관세청","일반회계","","경상이전수입","가산금","가산금","일반수입","1,356,000",0,0
"140","2023","0","관세청","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","430,000",0,0
"141","2023","0","관세청","일반회계","","경상이전수입","벌금,몰수금및과태료","과징금","일반수입","3,068,000",0,0
"142","2023","0","관세청","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","7,426,000",0,0
"143","2023","0","관세청","일반회계","","경상이전수입","벌금,몰수금및과태료","몰수금및추징금","일반수입","2,485,000",0,0
"144","2023","0","관세청","일반회계","","경상이전수입","벌금,몰수금및과태료","벌금및과료","일반수입","3,790,000",0,0
"145","2023","0","관세청","일반회계","","경상이전수입","벌금,몰수금및과태료","징계부과금","일반수입","10,000",0,0
"146","2023","0","관세청","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","39,000",0,0
"147","2023","0","관세청","일반회계","","관유물매각대","고정자산매각대","기계기구매각대","일반수입","6,000",0,0
"148","2023","0","관세청","일반회계","","재산수입","관유물대여료","건물대여료","일반수입","294,000",0,0
"149","2023","0","관세청","일반회계","","재산수입","관유물대여료","토지대여료","일반수입","40,000",0,0
"150","2023","0","관세청","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","5,000",0,0
"151","2023","0","관세청","일반회계","","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","74,913,000",0,0
"152","2023","0","관세청","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","762,000",0,0
"153","2023","0","교육부","고등·평생교육지원특별회계","","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","9,742,730,000",0,0
"154","2023","0","교육부","국가균형발전특별회계","지역지원계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","12,703,000",0,0
"155","2023","0","교육부","국가균형발전특별회계","지역지원계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","2,541,000",0,0
"156","2023","0","교육부","유아교육지원특별회계","","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","111,767,000",0,0
"157","2023","0","교육부","유아교육지원특별회계","","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","3,358,270,000",0,0
"158","2023","0","교육부","일반회계","","경상이전수입","가산금","가산금","일반수입","9,000",0,0
"159","2023","0","교육부","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","187,800,000",0,0
"160","2023","0","교육부","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","8,000",0,0
"161","2023","0","교육부","일반회계","","경상이전수입","벌금,몰수금및과태료","징계부과금","일반수입","55,000",0,0
"162","2023","0","교육부","일반회계","","경상이전수입","변상금및위약금","변상금","일반수입","54,000",0,0
"163","2023","0","교육부","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","116,000",0,0
"164","2023","0","교육부","일반회계","","관유물매각대","고정자산매각대","기타고정자산매각대","일반수입","559,000",0,0
"165","2023","0","교육부","일반회계","","관유물매각대","재고자산매각대및유동자산","재고자산매각대","일반수입","113,000",0,0
"166","2023","0","교육부","일반회계","","관유물매각대","토지및무형자산매각대","토지매각대","일반수입","1,929,000",0,0
"167","2023","0","교육부","일반회계","","수입대체경비수입","면허료및수수료","면허료및수수료","일반수입","17,680,000",0,0
"168","2023","0","교육부","일반회계","","수입대체경비수입","잡수입","기타잡수입","일반수입","7,466,000",0,0
"169","2023","0","교육부","일반회계","","재산수입","관유물대여료","건물대여료","일반수입","64,000",0,0
"170","2023","0","교육부","일반회계","","재산수입","관유물대여료","토지대여료","일반수입","571,000",0,0
"171","2023","0","교육부","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","14,347,000",0,0
"172","2023","0","교육부","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","179,000",0,0
"173","2023","0","교육부","일반회계","","정부내부수입및기타","전입금","기금전입금","내부거래수입(기금=>예산간거래)","46,100,000",0,0
"174","2023","0","국가보훈처","국가균형발전특별회계","제주특별자치도계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","75,000",0,0
