No.,회계연도,추경차수,소관명,회계명,계정명,분야명,부문명,프로그램명,단위사업명,세부사업명,경비구분,지출구분,본예산금액(천원),본예산외화금액(달러),추경정부안금액(천원),추경정부안외화금액(달러),추경국회확정금액(천원),추경국회확정외화금액(달러)
"1","2022","0","5·18민주화운동 진상규명조사위원회","일반회계","","일반·지방행정","일반행정","518 진상규명조사위원회 운영","518 진상규명 지원","518 진상규명지원","주요사업비(기금사업비)","일반지출","5,452,000","9,388",0,0,0,0
"2","2022","0","5·18민주화운동 진상규명조사위원회","일반회계","","일반·지방행정","일반행정","518 진상규명조사위원회 운영","기본경비","위원회 기본경비","기본경비(경상운영비)","일반지출","4,421,000",0,0,0,0,0
"3","2022","0","5·18민주화운동 진상규명조사위원회","일반회계","","일반·지방행정","일반행정","518 진상규명조사위원회 운영","인건비","공무원 인건비","인건비(기금인건비)","일반지출","3,866,000",0,0,0,0,0
"4","2022","0","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","기관운영","기본경비","기관운영 기본경비(비총액)","기본경비(경상운영비)","일반지출","3,094,000","8,220",0,0,0,0
"5","2022","0","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","기관운영","기본경비","기관운영 기본경비(총액)","기본경비(경상운영비)","일반지출","1,690,000",0,0,0,0,0
"6","2022","0","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","기관운영","인건비","인건비(총액)","인건비(기금인건비)","일반지출","5,086,000",0,0,0,0,0
"7","2022","0","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","대외 소통","대국민 소통 강화","주요사업비(기금사업비)","일반지출","79,000",0,0,0,0,0
"8","2022","0","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","세월호참사 진상규명","세월호참사 진상규명 조사","주요사업비(기금사업비)","일반지출","1,856,000","24,056",0,0,0,0
"9","2022","0","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","안전사회 건설","안전사회 건설","주요사업비(기금사업비)","일반지출","48,000",0,0,0,0,0
"10","2022","0","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","자료 수집 보존","종합보고서·백서 발간 및 기록물 이관·보존","주요사업비(기금사업비)","일반지출","549,000",0,0,0,0,0
"11","2022","0","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","청문회 지원","청문회 개최 지원 및 자료 검증","주요사업비(기금사업비)","일반지출","113,000",0,0,0,0,0
"12","2022","0","가습기살균제사건과 4·16세월호참사 특별조사위원회","일반회계","","일반·지방행정","일반행정","사회적참사 조사","피해 지원","피해자 지원 대책 수립","주요사업비(기금사업비)","일반지출","14,000",0,0,0,0,0
"13","2022","0","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","감사연구활동경비","감사연구활동경비","주요사업비(기금사업비)","일반지출","443,000","25,046",0,0,0,0
"14","2022","0","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","감사활동경비","감사활동경비","주요사업비(기금사업비)","일반지출","18,295,000","233,517",0,0,0,0
"15","2022","0","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","감사활동경비","적극행정 지원","주요사업비(기금사업비)","일반지출","366,000","38,254",0,0,0,0
"16","2022","0","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","국제교류협력강화","감사기구 역량강화(ODA)","주요사업비(기금사업비)","일반지출","297,000",0,0,0,0,0
"17","2022","0","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","국제교류협력강화","국제교류협력강화","주요사업비(기금사업비)","일반지출","636,500","286,842",0,0,0,0
"18","2022","0","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","기본경비","기본경비","기본경비(경상운영비)","일반지출","13,197,000","12,602",0,0,0,0
"19","2022","0","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","수입대체경비","감사교육원 수입대체경비","주요사업비(기금사업비)","일반지출","425,000",0,0,0,0,0
"20","2022","0","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","인건비","인건비","인건비(기금인건비)","일반지출","90,715,000","73,795",0,0,0,0
"21","2022","0","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","전산운영경비","전산운영경비(정보화)","주요사업비(기금사업비)","일반지출","9,096,000",0,0,0,0,0
"22","2022","0","감사원","일반회계","","일반·지방행정","일반행정","감사활동 및 행정지원","청사 및 시설물 관리","노후시설 개보수 및 업무시설 정비","주요사업비(기금사업비)","일반지출","2,836,000",0,0,0,0,0
"23","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(개인정보정책국)","기본경비(경상운영비)","일반지출","205,000",0,0,0,0,0
"24","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(기관운영)","기본경비(경상운영비)","일반지출","624,000",0,0,0,0,0
"25","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(기획조정관)","기본경비(경상운영비)","일반지출","297,000",0,0,0,0,0
"26","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(대변인)","기본경비(경상운영비)","일반지출","60,000",0,0,0,0,0
"27","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(운영지원과)","기본경비(경상운영비)","일반지출","181,000",0,0,0,0,0
"28","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회기본경비(조사조정국)","기본경비(경상운영비)","일반지출","231,000",0,0,0,0,0
"29","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(개인정보정책국)","기본경비(경상운영비)","일반지출","42,000",0,0,0,0,0
"30","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(기관운영)","기본경비(경상운영비)","일반지출","429,000",0,0,0,0,0
"31","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(기획조정관)","기본경비(경상운영비)","일반지출","43,000",0,0,0,0,0
"32","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(대변인)","기본경비(경상운영비)","일반지출","13,000",0,0,0,0,0
"33","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(운영지원과)","기본경비(경상운영비)","일반지출","12,000",0,0,0,0,0
"34","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 기본경비","위원회총액기본경비(조사조정국)","기본경비(경상운영비)","일반지출","75,000",0,0,0,0,0
"35","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","일반행정","개인정보보호행정지원","개인정보보호위원회 인건비","위원회 인건비","인건비(기금인건비)","일반지출","13,266,000",0,0,0,0,0
"36","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호강화","개인정보보호 협력체계 구축","주요사업비(기금사업비)","일반지출","1,323,000",0,0,0,0,0
"37","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호강화","개인정보보호정책지원","주요사업비(기금사업비)","일반지출","7,469,000",0,0,0,0,0
"38","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호강화","기술개발ㆍ전문인력 양성","주요사업비(기금사업비)","일반지출","1,600,000",0,0,0,0,0
"39","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호연구","개인정보보호강화기술연구개발(R&D)","주요사업비(기금사업비)","일반지출","3,000,000",0,0,0,0,0
"40","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보보호위원회 운영","위원회운영지원(정보화)","주요사업비(기금사업비)","일반지출","5,820,000",0,0,0,0,0
"41","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보이슈대응","개인정보침해방지","주요사업비(기금사업비)","일반지출","8,078,000",0,0,0,0,0
"42","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보활용지원","개인정보 전송요구권 보장","주요사업비(기금사업비)","일반지출","2,500,000",0,0,0,0,0
"43","2022","0","개인정보보호위원회","일반회계","","일반·지방행정","정부자원관리","개인정보보호","개인정보활용지원","안전한 데이터 활용 지원","주요사업비(기금사업비)","일반지출","4,929,000",0,0,0,0,0
"44","2022","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","경찰병원기본경비","경찰병원기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,706,000",0,0,0,0,0
"45","2022","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","경찰병원인건비","경찰병원인건비","인건비(기금인건비)","일반지출","41,882,000",0,0,0,0,0
"46","2022","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","장례식장운영","장례식장운영","주요사업비(기금사업비)","일반지출","3,890,000",0,0,0,0,0
"47","2022","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","국립경찰병원 건강보험부담금(손익)","주요사업비(기금사업비)","일반지출","1,433,000",0,0,0,0,0
"48","2022","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","전산운영경비(정보화)","주요사업비(기금사업비)","일반지출","2,483,000",0,0,0,0,0
"49","2022","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","진료업무운영관리","주요사업비(기금사업비)","일반지출","22,554,000",0,0,0,0,0
"50","2022","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","계정간거래(전출금)","감가상각비(경찰병원계정)","감가상각비","주요사업비(기금사업비)","내부거래지출(회계내 계정간 거래)","1,000",0,0,0,0,0
"51","2022","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","계정간거래(전출금)","당기순이익(경찰병원계정)","당기순이익","주요사업비(기금사업비)","내부거래지출(회계내 계정간 거래)","1,000",0,0,0,0,0
"52","2022","0","경찰청","경찰병원","손익계정","공공질서및안전","경찰","회계기금간거래(공무원연금부담금)","공무원연금부담금(경찰병원)","공무원연금기금 전출(공무원연금부담금)","주요사업비(기금사업비)","내부거래지출(예산=>기금간거래)","4,232,000",0,0,0,0,0
"53","2022","0","경찰청","경찰병원","자본계정","공공질서및안전","경찰","경찰병원운영","경찰병원기본경비","경찰병원기본경비","기본경비(경상운영비)","일반지출","183,000",0,0,0,0,0
"54","2022","0","경찰청","경찰병원","자본계정","공공질서및안전","경찰","경찰병원운영","자산취득","경찰병원자산취득","주요사업비(기금사업비)","일반지출","3,380,000",0,0,0,0,0
"55","2022","0","경찰청","국가균형발전특별회계","제주특별자치도계정","공공질서및안전","경찰","경찰행정지원","제주이관인력지원","제주자치경찰인력지원","주요사업비(기금사업비)","일반지출","4,708,000",0,0,0,0,0
"56","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","감사·인권보호활동","감사관감찰활동","주요사업비(기금사업비)","일반지출","1,806,000",0,0,0,0,0
"57","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","감사·인권보호활동","인권·피해자보호활동","주요사업비(기금사업비)","일반지출","3,455,000",0,0,0,0,0
"58","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","경찰복지증진","경찰관서직장보육시설운영(민자)","주요사업비(기금사업비)","일반지출","13,556,000",0,0,0,0,0
"59","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","경찰복지증진","경찰복지증진","주요사업비(기금사업비)","일반지출","68,908,000",0,0,0,0,0
"60","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","경찰복지증진","퇴직경찰관취업지원","주요사업비(기금사업비)","일반지출","2,057,000",0,0,0,0,0
"61","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","대국민치안정책제공","경찰청홈페이지운영(정보화)","주요사업비(기금사업비)","일반지출","213,000",0,0,0,0,0
"62","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","대국민치안정책제공","대국민소통강화","주요사업비(기금사업비)","일반지출","1,288,000",0,0,0,0,0
"63","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","감사관기본경비","기본경비(경상운영비)","일반지출","243,000",0,0,0,0,0
"64","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","감사관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","98,000",0,0,0,0,0
"65","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","강원청기본경비","기본경비(경상운영비)","일반지출","8,473,000",0,0,0,0,0
"66","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","강원청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,285,000",0,0,0,0,0
"67","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기남부청기본경비","기본경비(경상운영비)","일반지출","21,415,000",0,0,0,0,0
"68","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기남부청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","8,991,000",0,0,0,0,0
"69","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기북부청기본경비","기본경비(경상운영비)","일반지출","8,693,000",0,0,0,0,0
"70","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경기북부청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,510,000",0,0,0,0,0
"71","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경남청기본경비","기본경비(경상운영비)","일반지출","12,415,000",0,0,0,0,0
"72","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경남청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","4,935,000",0,0,0,0,0
"73","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경무인사기획관기본경비","기본경비(경상운영비)","일반지출","6,772,000","16,641",0,0,0,0
"74","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경무인사기획관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","98,608,000",0,0,0,0,0
"75","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경북청기본경비","기본경비(경상운영비)","일반지출","13,416,000",0,0,0,0,0
"76","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경북청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","5,007,000",0,0,0,0,0
"77","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경비국기본경비","기본경비(경상운영비)","일반지출","860,000",0,0,0,0,0
"78","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","경비국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","648,000",0,0,0,0,0
"79","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","공공안녕정보국기본경비","기본경비(경상운영비)","일반지출","100,000",0,0,0,0,0
"80","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","공공안녕정보국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","42,000",0,0,0,0,0
"81","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","과학수사관리관기본경비","기본경비(경상운영비)","일반지출","129,000","2,251",0,0,0,0
"82","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","과학수사관리관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","78,000",0,0,0,0,0
"83","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","광주청기본경비","기본경비(경상운영비)","일반지출","4,938,000",0,0,0,0,0
"84","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","광주청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,694,000",0,0,0,0,0
"85","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","교통국기본경비","기본경비(경상운영비)","일반지출","2,087,000",0,0,0,0,0
"86","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","교통국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","30,000",0,0,0,0,0
"87","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","기획조정관기본경비","기본경비(경상운영비)","일반지출","2,865,000",0,0,0,0,0
"88","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","기획조정관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","716,000",0,0,0,0,0
"89","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대구청기본경비","기본경비(경상운영비)","일반지출","7,242,000",0,0,0,0,0
"90","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대구청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,928,000",0,0,0,0,0
"91","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대변인기본경비","기본경비(경상운영비)","일반지출","289,000","2,511",0,0,0,0
"92","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대변인기본경비(총액인건비)","기본경비(경상운영비)","일반지출","48,000",0,0,0,0,0
"93","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대전청기본경비","기본경비(경상운영비)","일반지출","4,758,000",0,0,0,0,0
"94","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","대전청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,707,000",0,0,0,0,0
"95","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","부산청기본경비","기본경비(경상운영비)","일반지출","11,575,000",0,0,0,0,0
"96","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","부산청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","4,677,000",0,0,0,0,0
"97","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","사이버수사국기본경비","기본경비(경상운영비)","일반지출","65,000",0,0,0,0,0
"98","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","사이버수사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","65,000",0,0,0,0,0
"99","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","생활안전국기본경비","기본경비(경상운영비)","일반지출","458,000",0,0,0,0,0
"100","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","생활안전국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","62,000",0,0,0,0,0
"101","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","서울청기본경비","기본경비(경상운영비)","일반지출","33,444,000",0,0,0,0,0
"102","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","서울청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","12,252,000",0,0,0,0,0
"103","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","세종청기본경비","기본경비(경상운영비)","일반지출","1,010,000",0,0,0,0,0
"104","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","세종청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","473,000",0,0,0,0,0
"105","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사국기본경비","기본경비(경상운영비)","일반지출","154,000",0,0,0,0,0
"106","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","45,000",0,0,0,0,0
"107","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사기획조정관기본경비","기본경비(경상운영비)","일반지출","163,000",0,0,0,0,0
"108","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","수사기획조정관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","131,000",0,0,0,0,0
"109","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","안보수사국기본경비","기본경비(경상운영비)","일반지출","58,000",0,0,0,0,0
"110","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","안보수사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","34,000",0,0,0,0,0
"111","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","외사국기본경비","기본경비(경상운영비)","일반지출","156,000",0,0,0,0,0
"112","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","외사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","28,000",0,0,0,0,0
"113","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","울산청기본경비","기본경비(경상운영비)","일반지출","3,869,000",0,0,0,0,0
"114","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","울산청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,531,000",0,0,0,0,0
"115","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","인천청기본경비","기본경비(경상운영비)","일반지출","7,278,000",0,0,0,0,0
"116","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","인천청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,363,000",0,0,0,0,0
"117","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전남청기본경비","기본경비(경상운영비)","일반지출","13,022,000",0,0,0,0,0
"118","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전남청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","4,133,000",0,0,0,0,0
"119","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전북청기본경비","기본경비(경상운영비)","일반지출","10,050,000",390,0,0,0,0
"120","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","전북청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,366,000",0,0,0,0,0
"121","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","정보화장비정책관기본경비","기본경비(경상운영비)","일반지출","160,000","4,581",0,0,0,0
"122","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","정보화장비정책관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","98,000",0,0,0,0,0
"123","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","제주청기본경비","기본경비(경상운영비)","일반지출","2,933,000",0,0,0,0,0
"124","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","제주청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","1,149,000",0,0,0,0,0
"125","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충남청기본경비","기본경비(경상운영비)","일반지출","10,242,000",0,0,0,0,0
"126","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충남청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","3,133,000",0,0,0,0,0
"127","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충북청기본경비","기본경비(경상운영비)","일반지출","6,839,000",0,0,0,0,0
"128","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","충북청기본경비(총액인건비)","기본경비(경상운영비)","일반지출","2,547,000",0,0,0,0,0
"129","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","치안상황관리관기본경비","기본경비(경상운영비)","일반지출","112,000",0,0,0,0,0
"130","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","치안상황관리관기본경비(총액인건비)","기본경비(경상운영비)","일반지출","36,000",0,0,0,0,0
"131","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","형사국기본경비","기본경비(경상운영비)","일반지출","99,000",0,0,0,0,0
"132","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부기본경비","형사국기본경비(총액인건비)","기본경비(경상운영비)","일반지출","29,000",0,0,0,0,0
"133","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","경찰청인건비","인건비(기금인건비)","일반지출","601,213,000","855,445",0,0,0,0
"134","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","방위비인건비","인건비(기금인건비)","일반지출","19,796,000",0,0,0,0,0
"135","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","본부인건비","시도경찰청인건비","인건비(기금인건비)","일반지출","8,608,982,000",0,0,0,0,0
"136","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰대학기본경비","기본경비(경상운영비)","일반지출","2,134,000","14,876",0,0,0,0
"137","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰대학기본경비(총액인건비)","기본경비(경상운영비)","일반지출","383,000",0,0,0,0,0
"138","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰인재개발원기본경비","기본경비(경상운영비)","일반지출","1,939,000",905,0,0,0,0
"139","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","경찰인재개발원기본경비(총액인건비)","기본경비(경상운영비)","일반지출","241,000",0,0,0,0,0
"140","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","수사연수원기본경비","기본경비(경상운영비)","일반지출","459,000",0,0,0,0,0
"141","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","수사연수원기본경비(총액인건비)","기본경비(경상운영비)","일반지출","113,000",0,0,0,0,0
"142","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","중앙학교기본경비","기본경비(경상운영비)","일반지출","3,404,000","2,355",0,0,0,0
"143","2022","0","경찰청","일반회계","","공공질서및안전","경찰","경찰행정지원","소속기관기본경비","중앙학교기본경비(총액인건비)","기본경비(경상운영비)","일반지출","482,000",0,0,0,0,0
